"","Approved.symbol","NCBI.Gene.ID","keggGene"
"8441","Ptges",64292,"mmu:64292"
"8442","Tor1b",30934,"mmu:30934"
"8444","Tor1a",30931,"mmu:30931"
"8445","BC005624",227707,"mmu:227707"
"8447","Usp20",74270,"mmu:74270"
"8450","Fnbp1",14269,"mmu:14269"
"8470","Gpr107",277463,"mmu:277463"
"8471","Ncs1",14299,"mmu:14299"
"8472","Hmcn2",665700,"mmu:665700"
"8477","Ass1",11898,"mmu:11898"
"8478","Fubp3",320267,"mmu:320267"
"8487","Prdm12",381359,"mmu:381359"
"8489","Exosc2",227715,"mmu:227715"
"8491","Abl1",11350,"mmu:11350"
"8497","Qrfp",227717,"mmu:227717"
"8498","Fibcd1",98970,"mmu:98970"
"8501","Lamc3",23928,"mmu:23928"
"8502","Aif1l",108897,"mmu:108897"
"8503","Nup214",227720,"mmu:227720"
"8508","Fam78a",241303,"mmu:241303"
"8513","Plpp7",227721,"mmu:227721"
"8515","Prrc2b",227723,"mmu:227723"
"8523","Pomt1",99011,"mmu:99011"
"8526","Uck1",22245,"mmu:22245"
"8528","Swi5",72931,"mmu:72931"
"8530","Golga2",99412,"mmu:99412"
"8537","Dnm1",13429,"mmu:13429"
"8552","Ciz1",68379,"mmu:68379"
"8573","1110008P14Rik",73737,"mmu:73737"
"8574","Lcn2",16819,"mmu:16819"
"8575","Ptges2",96979,"mmu:96979"
"8576","Slc25a25",227731,"mmu:227731"
"8584","Naif1",71254,"mmu:71254"
"8585","Fam102a",98952,"mmu:98952"
"8586","Dpm2",13481,"mmu:13481"
"8587","Pip5kl1",227733,"mmu:227733"
"8591","St6galnac4",20448,"mmu:20448"
"8593","St6galnac6",50935,"mmu:50935"
"8599","Ak1",11636,"mmu:11636"
"8605","Eng",13805,"mmu:13805"
"8608","Fpgs",14287,"mmu:14287"
"8613","Cdk9",107951,"mmu:107951"
"8615","Sh2d3c",27387,"mmu:27387"
"8618","6330409D20Rik",70730,"mmu:70730"
"8621","Ttc16",338348,"mmu:338348"
"8622","Tor2a",30933,"mmu:30933"
"8629","Ptrh1",329384,"mmu:329384"
"8630","Cfap157",227736,"mmu:227736"
"8631","Stxbp1",20910,"mmu:20910"
"8633","Fam129b",227737,"mmu:227737"
"8634","Lrsam1",227738,"mmu:227738"
"8646","Rpl12",269261,"mmu:269261"
"8647","Slc2a8",56017,"mmu:56017"
"8648","Garnl3",99326,"mmu:99326"
"8661","Ralgps1",241308,"mmu:241308"
"8670","Angptl2",26360,"mmu:26360"
"8672","Zbtb34",241311,"mmu:241311"
"8676","Zbtb43",71834,"mmu:71834"
"8681","Lmx1b",16917,"mmu:16917"
"8684","Mvb12b",72543,"mmu:72543"
"8694","Pbx3",18516,"mmu:18516"
"8698","Mapkap1",227743,"mmu:227743"
"8712","Gapvd1",66691,"mmu:66691"
"8723","Hspa5",14828,"mmu:14828"
"8725","Rabepk",227746,"mmu:227746"
"8733","Fbxw2",30050,"mmu:30050"
"8740","Gm34653",102637973,"mmu:102637973"
"8741","Psmd5",66998,"mmu:66998"
"8744","Cutal",77996,"mmu:77996"
"8746","Phf19",74016,"mmu:74016"
"8753","Traf1",22029,"mmu:22029"
"8764","Hc",15139,"mmu:15139"
"8766","AI182371",98870,"mmu:98870"
"8771","Cntrl",26920,"mmu:26920"
"8782","Rab14",68365,"mmu:68365"
"8783","Gsn",227753,"mmu:227753"
"8791","Stom",13830,"mmu:13830"
"8792","4930568D16Rik",75859,"mmu:75859"
"8794","4930402F06Rik",74854,"mmu:74854"
"8797","Ggta1",14594,"mmu:14594"
"8806","Dab2ip",69601,"mmu:69601"
"8822","Ttll11",74410,"mmu:74410"
"8823","Ndufa8",68375,"mmu:68375"
"8824","Morn5",75495,"mmu:75495"
"8825","Lhx6",16874,"mmu:16874"
"8831","Rbm18",67889,"mmu:67889"
"8834","Mrrf",67871,"mmu:67871"
"8836","LOC108168747",108168747,"mmu:108168747"
"8839","Ptgs1",19224,"mmu:19224"
"8846","Olfr338",258949,"mmu:258949"
"8847","Olfr339",258951,"mmu:258951"
"8848","Olfr340",258953,"mmu:258953"
"8849","Olfr341",258952,"mmu:258952"
"8850","Olfr342",258950,"mmu:258950"
"8851","Olfr344",258621,"mmu:258621"
"8852","Olfr345",258947,"mmu:258947"
"8853","Olfr346",258940,"mmu:258940"
"8854","Olfr347",258945,"mmu:258945"
"8855","Olfr348",258946,"mmu:258946"
"8857","Olfr50",18350,"mmu:18350"
"8858","Olfr3",18328,"mmu:18328"
"8859","Olfr350",258620,"mmu:258620"
"8860","Olfr351",258944,"mmu:258944"
"8861","Olfr352",258942,"mmu:258942"
"8862","Olfr353",258943,"mmu:258943"
"8863","Olfr354",258941,"mmu:258941"
"8864","Olfr355",258618,"mmu:258618"
"8865","Olfr356",258617,"mmu:258617"
"8866","Olfr357",258616,"mmu:258616"
"8867","Olfr358",227789,"mmu:227789"
"8868","Olfr360",258615,"mmu:258615"
"8869","Olfr361",258365,"mmu:258365"
"8870","Olfr362",259053,"mmu:259053"
"8871","Olfr365",258656,"mmu:258656"
"8873","Olfr366",236509,"mmu:236509"
"8874","Olfr367-ps",545417,"mmu:545417"
"8875","Olfr368",258371,"mmu:258371"
"8876","Pdcl",67466,"mmu:67466"
"8878","Rc3h2",319817,"mmu:319817"
"8881","Zbtb6",241322,"mmu:241322"
"8882","Zbtb26",320633,"mmu:320633"
"8883","Rabgap1",227800,"mmu:227800"
"8889","Gpr21",338346,"mmu:338346"
"8891","Strbp",20744,"mmu:20744"
"8902","Crb2",241324,"mmu:241324"
"8903","Dennd1a",227801,"mmu:227801"
"8916","Lhx2",16870,"mmu:16870"
"8924","Nek6",59126,"mmu:59126"
"8928","Psmb7",19177,"mmu:19177"
"8930","Nr5a1",26423,"mmu:26423"
"8938","Nr6a1",14536,"mmu:14536"
"8942","Olfml2a",241327,"mmu:241327"
"8943","Wdr38",76646,"mmu:76646"
"8945","Rpl35",66489,"mmu:66489"
"8946","Arpc5l",74192,"mmu:74192"
"8950","Golga1",76899,"mmu:76899"
"8957","Scai",320271,"mmu:320271"
"8960","Ppp6c",67857,"mmu:67857"
"8963","Lrp1b",94217,"mmu:94217"
"8971","Kynu",70789,"mmu:70789"
"8977","Arhgap15",76117,"mmu:76117"
"8986","Gtdc1",227835,"mmu:227835"
"8990","Zeb2",24136,"mmu:24136"
"8998","Acvr2a",11480,"mmu:11480"
"9000","Orc4",26428,"mmu:26428"
"9006","Mbd5",109241,"mmu:109241"
"9016","Epc2",227867,"mmu:227867"
"9018","Kif5c",16574,"mmu:16574"
"9019","Lypd6b",71897,"mmu:71897"
"9031","Lypd6",320343,"mmu:320343"
"9033","Mmadhc",109129,"mmu:109129"
"9042","Gm13486",102634280,"mmu:102634280"
"9045","Rnd3",74194,"mmu:74194"
"9046","Tas2r134",387511,"mmu:387511"
"9047","Rbm43",71684,"mmu:71684"
"9059","Nmi",64685,"mmu:64685"
"9064","Tnfaip6",21930,"mmu:21930"
"9065","Rif1",51869,"mmu:51869"
"9071","Neb",17996,"mmu:17996"
"9098","Arl5a",75423,"mmu:75423"
"9100","Cacnb4",12298,"mmu:12298"
"9110","Stam2",56324,"mmu:56324"
"9112","LOC108168756",108168756,"mmu:108168756"
"9114","Fmnl2",71409,"mmu:71409"
"9125","Prpf40a",56194,"mmu:56194"
"9133","Arl6ip6",65103,"mmu:65103"
"9134","Gm38481",102635781,"mmu:102635781"
"9135","Rprm",67874,"mmu:67874"
"9136","Galnt13",271786,"mmu:271786"
"9144","Kcnj3",16519,"mmu:16519"
"9150","Nr4a2",18227,"mmu:18227"
"9154","LOC105244150",105244150,"mmu:105244150"
"9155","Gpd2",14571,"mmu:14571"
"9157","Galnt5",241391,"mmu:241391"
"9160","Ermn",77767,"mmu:77767"
"9161","Cytip",227929,"mmu:227929"
"9164","Acvr1c",269275,"mmu:269275"
"9169","Acvr1",11477,"mmu:11477"
"9175","Upp2",76654,"mmu:76654"
"9187","Ccdc148",227933,"mmu:227933"
"9194","Pkp4",227937,"mmu:227937"
"9216","Dapl1",76747,"mmu:76747"
"9217","Tanc1",66860,"mmu:66860"
"9231","Wdsub1",72137,"mmu:72137"
"9245","Baz2b",407823,"mmu:407823"
"9276","Gm13570",667103,"mmu:667103"
"9277","March7",57438,"mmu:57438"
"9278","Cd302",66205,"mmu:66205"
"9280","Ly75",17076,"mmu:17076"
"9281","Pla2r1",18779,"mmu:18779"
"9283","Itgb6",16420,"mmu:16420"
"9289","Rbms1",56878,"mmu:56878"
"9295","Tank",21353,"mmu:21353"
"9303","Psmd14",59029,"mmu:59029"
"9304","Tbr1",21375,"mmu:21375"
"9306","Slc4a10",94229,"mmu:94229"
"9319","Dpp4",13482,"mmu:13482"
"9324","Gcg",14526,"mmu:14526"
"9325","Fap",14089,"mmu:14089"
"9330","Ifih1",71586,"mmu:71586"
"9333","Gca",227960,"mmu:227960"
"9334","Kcnh7",170738,"mmu:170738"
"9347","Fign",60344,"mmu:60344"
"9350","Grb14",50915,"mmu:50915"
"9352","Cobll1",319876,"mmu:319876"
"9373","Slc38a11",320106,"mmu:320106"
"9374","Scn3a",20269,"mmu:20269"
"9383","Scn2a1",110876,"mmu:110876"
"9389","Csrnp3",77771,"mmu:77771"
"9395","Galnt3",14425,"mmu:14425"
"9396","Ttc21b",73668,"mmu:73668"
"9399","Scn1a",20265,"mmu:20265"
"9403","Scn9a",20274,"mmu:20274"
"9408","Scn7a",20272,"mmu:20272"
"9409","Gm1322",383709,"mmu:383709"
"9410","Xirp2",241431,"mmu:241431"
"9413","B3galt1",26877,"mmu:26877"
"9419","Stk39",53416,"mmu:53416"
"9424","4933409G03Rik",227998,"mmu:227998"
"9428","4932414N04Rik",75721,"mmu:75721"
"9434","Cers6",241447,"mmu:241447"
"9437","Nostrin",329416,"mmu:329416"
"9438","Spc25",66442,"mmu:66442"
"9443","G6pc2",14378,"mmu:14378"
"9446","Abcb11",27413,"mmu:27413"
"9449","Dhrs9",241452,"mmu:241452"
"9450","Lrp2",14725,"mmu:14725"
"9451","Bbs5",72569,"mmu:72569"
"9453","Klhl41",228003,"mmu:228003"
"9454","Fastkd1",320720,"mmu:320720"
"9455","Ppig",228005,"mmu:228005"
"9460","Ccdc173",75051,"mmu:75051"
"9465","Phospho2",73373,"mmu:73373"
"9467","Klhl23",277396,"mmu:277396"
"9470","Ssb",20823,"mmu:20823"
"9473","Mettl5",75422,"mmu:75422"
"9476","Ubr3",68795,"mmu:68795"
"9483","Myo3b",329421,"mmu:329421"
"9495","Sp5",64406,"mmu:64406"
"9496","Erich2",66748,"mmu:66748"
"9505","Gad1",14415,"mmu:14415"
"9513","Gorasp2",70231,"mmu:70231"
"9514","Tlk1",228012,"mmu:228012"
"9522","Mettl8",228019,"mmu:228019"
"9526","Dcaf17",75763,"mmu:75763"
"9533","Cybrd1",73649,"mmu:73649"
"9534","Dync1i2",13427,"mmu:13427"
"9551","Slc25a12",78830,"mmu:78830"
"9554","Hat1",107435,"mmu:107435"
"9555","Metap1d",66559,"mmu:66559"
"9567","Dlx1",13390,"mmu:13390"
"9574","Dlx2",13392,"mmu:13392"
"9575","Itga6",16403,"mmu:16403"
"9580","Pdk1",228026,"mmu:228026"
"9585","Rapgef4",56508,"mmu:56508"
"9593","Zak",65964,"mmu:65964"
"9598","Cdca7",66953,"mmu:66953"
"9600","Sp3",20687,"mmu:20687"
"9602","Ola1",67059,"mmu:67059"
"9604","Sp9",381373,"mmu:381373"
"9605","Cir1",66935,"mmu:66935"
"9606","Scrn3",74616,"mmu:74616"
"9610","Gpr155",68526,"mmu:68526"
"9618","Wipf1",215280,"mmu:215280"
"9624","Chrna1",11435,"mmu:11435"
"9625","Chn1",108699,"mmu:108699"
"9636","Atf2",11909,"mmu:11909"
"9645","Atp5g3",228033,"mmu:228033"
"9648","Lnp",69605,"mmu:69605"
"9654","Evx2",14029,"mmu:14029"
"9657","Hoxd13",15433,"mmu:15433"
"9658","Hoxd12",15432,"mmu:15432"
"9659","Hoxd11",15431,"mmu:15431"
"9660","Hoxd10",15430,"mmu:15430"
"9662","Hoxd9",15438,"mmu:15438"
"9663","Hoxd8",15437,"mmu:15437"
"9666","Hoxd4",15436,"mmu:15436"
"9667","Hoxd3",15434,"mmu:15434"
"9668","Hoxd1",15429,"mmu:15429"
"9669","Mtx2",53375,"mmu:53375"
"9670","LOC105244208",105244208,"mmu:105244208"
"9671","LOC102635707",102635707,"mmu:102635707"
"9672","LOC108168771",108168771,"mmu:108168771"
"9679","Hnrnpa3",229279,"mmu:229279"
"9683","Nfe2l2",18024,"mmu:18024"
"9684","Agps",228061,"mmu:228061"
"9685","Ttc30b",72421,"mmu:72421"
"9686","Ttc30a2",620631,"mmu:620631"
"9687","Ttc30a1",78802,"mmu:78802"
"9688","Pde11a",241489,"mmu:241489"
"9691","Cyct",13067,"mmu:13067"
"9693","Rbm45",241490,"mmu:241490"
"9694","Osbpl6",99031,"mmu:99031"
"9708","Prkra",23992,"mmu:23992"
"9712","Dfnb59",381375,"mmu:381375"
"9714","Fkbp7",14231,"mmu:14231"
"9716","Plekha3",83435,"mmu:83435"
"9718","Ttn",22138,"mmu:22138"
"9722","Ccdc141",545428,"mmu:545428"
"9731","Sestd1",228071,"mmu:228071"
"9737","Zfp385b",241494,"mmu:241494"
"9750","Cwc22",80744,"mmu:80744"
"9759","Gm14461",329436,"mmu:329436"
"9760","Ube2e3",22193,"mmu:22193"
"9764","Itga4",16401,"mmu:16401"
"9765","Cerkl",228094,"mmu:228094"
"9774","Neurod1",18012,"mmu:18012"
"9775","Ssfa2",70599,"mmu:70599"
"9777","Ppp1r1c",75276,"mmu:75276"
"9780","Pde1a",18573,"mmu:18573"
"9789","Prdx6b",320769,"mmu:320769"
"9790","Dnajc10",66861,"mmu:66861"
"9791","Frzb",20378,"mmu:20378"
"9792","Nckap1",50884,"mmu:50884"
"9796","Dusp19",68082,"mmu:68082"
"9797","Nup35",69482,"mmu:69482"
"9799","Zfp804a",241514,"mmu:241514"
"9801","Fsip2",241516,"mmu:241516"
"9802","Zc3h15",69082,"mmu:69082"
"9803","Itgav",16410,"mmu:16410"
"9805","Fam171b",241520,"mmu:241520"
"9807","Zswim2",71861,"mmu:71861"
"9810","Calcrl",54598,"mmu:54598"
"9812","Tfpi",21788,"mmu:21788"
"9821","Ctnnd1",12388,"mmu:12388"
"9843","Btbd18",100270744,"mmu:100270744"
"9845","2700094K13Rik",72657,"mmu:72657"
"9847","Tmx2",66958,"mmu:66958"
"9849","Med19",381379,"mmu:381379"
"9850","Zdhhc5",228136,"mmu:228136"
"9851","Gm32289",102634788,"mmu:102634788"
"9852","Clp1",98985,"mmu:98985"
"9853","Ypel4",241525,"mmu:241525"
"9855","Serping1",12258,"mmu:12258"
"9857","Ube2l6",56791,"mmu:56791"
"9858","Smtnl1",68678,"mmu:68678"
"9860","Timm10",30059,"mmu:30059"
"9861","Slc43a1",72401,"mmu:72401"
"9871","Rtn4rl2",269295,"mmu:269295"
"9877","Slc43a3",58207,"mmu:58207"
"9885","Prg2",19074,"mmu:19074"
"9886","Prg3",53856,"mmu:53856"
"9888","P2rx3",228139,"mmu:228139"
"9894","Ssrp1",20833,"mmu:20833"
"9898","Tnks1bp1",228140,"mmu:228140"
"9906","Aplnr",23796,"mmu:23796"
"9907","Lrrc55",241528,"mmu:241528"
"9911","Olfr987",257951,"mmu:257951"
"9912","Olfr988",258166,"mmu:258166"
"9913","Olfr992",258865,"mmu:258865"
"9914","Olfr993",258427,"mmu:258427"
"9915","Olfr994",258425,"mmu:258425"
"9917","Olfr995",258426,"mmu:258426"
"9918","4833423E24Rik",228151,"mmu:228151"
"9919","Olfr996",258429,"mmu:258429"
"9920","Olfr998",258428,"mmu:258428"
"9921","Olfr1000",257899,"mmu:257899"
"9922","Olfr1002",258566,"mmu:258566"
"9923","Olfr154",27216,"mmu:27216"
"9924","Olfr1006",258563,"mmu:258563"
"9925","Olfr1008",258866,"mmu:258866"
"9926","Olfr1009",258565,"mmu:258565"
"9927","Olfr1010",258255,"mmu:258255"
"9928","Olfr1012",258561,"mmu:258561"
"9929","Olfr1013",258757,"mmu:258757"
"9930","Olfr1014",258562,"mmu:258562"
"9931","Olfr1015",258564,"mmu:258564"
"9932","Olfr1016",257915,"mmu:257915"
"9933","Olfr1018",258579,"mmu:258579"
"9934","Olfr1019",259017,"mmu:259017"
"9935","Olfr1020",258573,"mmu:258573"
"9936","Olfr1022",258582,"mmu:258582"
"9937","Olfr1023",258580,"mmu:258580"
"9938","Olfr1024",257900,"mmu:257900"
"9939","Olfr1026",258577,"mmu:258577"
"9940","Olfr1028",257936,"mmu:257936"
"9941","Olfr1029",258154,"mmu:258154"
"9942","Olfr1030",258581,"mmu:258581"
"9943","Olfr1031",257916,"mmu:257916"
"9944","Olfr1032",258572,"mmu:258572"
"9945","Olfr1033",258571,"mmu:258571"
"9948","Olfr1034",258216,"mmu:258216"
"9949","Olfr1036",258245,"mmu:258245"
"9950","Olfr1037",259151,"mmu:259151"
"9951","Olfr1038-ps",259015,"mmu:259015"
"9952","Olfr1039",257950,"mmu:257950"
"9953","Olfr1040",404323,"mmu:404323"
"9954","Olfr1042",257941,"mmu:257941"
"9955","Olfr1043",258570,"mmu:258570"
"9956","Olfr1044",259013,"mmu:259013"
"9957","Olfr52",18352,"mmu:18352"
"9958","Olfr1045",259019,"mmu:259019"
"9959","Olfr1046",258575,"mmu:258575"
"9961","Olfr1047",259014,"mmu:259014"
"9962","Olfr1048",259016,"mmu:259016"
"9963","Olfr1049",259018,"mmu:259018"
"9965","Olfr1051",404324,"mmu:404324"
"9966","Olfr1052",259012,"mmu:259012"
"9967","Olfr1053",257974,"mmu:257974"
"9968","Olfr1054",259021,"mmu:259021"
"9969","Olfr1055",259023,"mmu:259023"
"9970","Olfr1056",259020,"mmu:259020"
"9971","Olfr1057",404325,"mmu:404325"
"9972","Olfr1058",258386,"mmu:258386"
"9973","Olfr1061",259022,"mmu:259022"
"9974","Olfr1062",259082,"mmu:259082"
"9975","Olfr1065",258403,"mmu:258403"
"9976","Olfr1066",257880,"mmu:257880"
"9977","Olfr228",258400,"mmu:258400"
"9979","Olfr1076",258401,"mmu:258401"
"9980","Olfr1079",258402,"mmu:258402"
"9982","Olfr1080",258404,"mmu:258404"
"9983","Olfr1082",404473,"mmu:404473"
"9984","Olfr1084",258235,"mmu:258235"
"9985","Olfr1085",258583,"mmu:258583"
"9986","Olfr1086",258585,"mmu:258585"
"9987","Olfr1087",258843,"mmu:258843"
"9988","Olfr1089",257933,"mmu:257933"
"9989","Olfr1090",258844,"mmu:258844"
"9990","Olfr1093",258363,"mmu:258363"
"9993","Olfr141",257913,"mmu:257913"
"9994","Olfr1094",258362,"mmu:258362"
"9995","Olfr1095",258725,"mmu:258725"
"9997","Olfr1097",258840,"mmu:258840"
"9998","Olfr1098",258842,"mmu:258842"
"10000","Olfr1099",258764,"mmu:258764"
"10001","Olfr1100",258587,"mmu:258587"
"10002","Olfr1101",258584,"mmu:258584"
"10003","Olfr1102",228228,"mmu:228228"
"10004","Olfr1104",258763,"mmu:258763"
"10005","Olfr1105",258085,"mmu:258085"
"10006","Olfr1106",258747,"mmu:258747"
"10007","Olfr1107",258841,"mmu:258841"
"10008","Olfr1109",258762,"mmu:258762"
"10010","Olfr259",258766,"mmu:258766"
"10011","Olfr1110",258765,"mmu:258765"
"10013","Olfr1111",258586,"mmu:258586"
"10014","Olfr1112",258655,"mmu:258655"
"10015","Olfr1113",404327,"mmu:404327"
"10016","Olfr1115",258294,"mmu:258294"
"10017","Olfr1116",257875,"mmu:257875"
"10018","Olfr1118",404328,"mmu:404328"
"10019","Olfr1120",259031,"mmu:259031"
"10021","Olfr1121",258345,"mmu:258345"
"10022","Olfr1122",259033,"mmu:259033"
"10023","Olfr1123",258347,"mmu:258347"
"10024","Olfr1124",259030,"mmu:259030"
"10025","Olfr1126",258834,"mmu:258834"
"10026","Pramel7",347712,"mmu:347712"
"10027","Pramel6",347711,"mmu:347711"
"10030","Olfr153",110511,"mmu:110511"
"10031","Olfr1128",258346,"mmu:258346"
"10032","Olfr1129",258111,"mmu:258111"
"10033","Olfr1130",258835,"mmu:258835"
"10034","Olfr1131",258652,"mmu:258652"
"10035","Olfr1132",258833,"mmu:258833"
"10036","Olfr1133",258348,"mmu:258348"
"10037","Olfr1134",259032,"mmu:259032"
"10038","Olfr1135",258654,"mmu:258654"
"10039","Olfr1136",258653,"mmu:258653"
"10040","Olfr1137",258101,"mmu:258101"
"10041","Olfr1138",258632,"mmu:258632"
"10042","Olfr1140",258635,"mmu:258635"
"10043","Olfr1141",258630,"mmu:258630"
"10044","Olfr152",258640,"mmu:258640"
"10045","Olfr1143",258290,"mmu:258290"
"10047","Olfr1145",258317,"mmu:258317"
"10048","Olfr1148",258220,"mmu:258220"
"10049","Olfr1151",258631,"mmu:258631"
"10050","Olfr1152",258103,"mmu:258103"
"10051","Olfr1153",258633,"mmu:258633"
"10052","Olfr1154",258641,"mmu:258641"
"10053","Olfr1155",258636,"mmu:258636"
"10054","Olfr1156",258814,"mmu:258814"
"10055","Olfr1157",258846,"mmu:258846"
"10057","Olfr74",117005,"mmu:117005"
"10058","Olfr1158",258639,"mmu:258639"
"10059","Olfr1160",258643,"mmu:258643"
"10060","Olfr1161",258845,"mmu:258845"
"10061","Olfr73",117004,"mmu:117004"
"10063","Olfr1162",258105,"mmu:258105"
"10064","Olfr1163",258638,"mmu:258638"
"10065","Olfr1164",258634,"mmu:258634"
"10066","Olfr1166",258644,"mmu:258644"
"10067","Olfr1167",258291,"mmu:258291"
"10068","Olfr1168",258524,"mmu:258524"
"10069","Olfr1170",258525,"mmu:258525"
"10070","Olfr1173",404329,"mmu:404329"
"10071","Olfr1174-ps",546769,"mmu:546769"
"10072","Olfr1175-ps",546770,"mmu:546770"
"10073","Olfr1176",258767,"mmu:258767"
"10074","Olfr1178",258203,"mmu:258203"
"10075","Olfr1179",258919,"mmu:258919"
"10076","Olfr1180",258920,"mmu:258920"
"10077","Olfr1181",258060,"mmu:258060"
"10079","Olfr1182",258167,"mmu:258167"
"10082","Olfr1183",258522,"mmu:258522"
"10083","Olfr1184",258820,"mmu:258820"
"10084","Olfr1186",258523,"mmu:258523"
"10085","Olfr1188",258921,"mmu:258921"
"10088","Olfr1189",258768,"mmu:258768"
"10089","Olfr1193",329460,"mmu:329460"
"10090","Olfr1195",258748,"mmu:258748"
"10091","Olfr1196",258456,"mmu:258456"
"10092","Olfr1197",433449,"mmu:433449"
"10093","Olfr1198",404330,"mmu:404330"
"10094","Olfr1199",258450,"mmu:258450"
"10097","Olfr1200",257887,"mmu:257887"
"10098","Olfr1201",258897,"mmu:258897"
"10099","Olfr1202",258454,"mmu:258454"
"10102","Olfr1205",258898,"mmu:258898"
"10104","Olfr1204",258455,"mmu:258455"
"10105","Olfr1206",258896,"mmu:258896"
"10106","Olfr1208",258774,"mmu:258774"
"10107","Olfr1209",258453,"mmu:258453"
"10108","Olfr1211",258025,"mmu:258025"
"10110","Olfr1212",258241,"mmu:258241"
"10111","Olfr1213",258900,"mmu:258900"
"10113","Olfr1214",258899,"mmu:258899"
"10114","Olfr1215",258451,"mmu:258451"
"10115","Olfr1216",258895,"mmu:258895"
"10116","Olfr1217",258903,"mmu:258903"
"10117","Olfr1218",258815,"mmu:258815"
"10118","Olfr1219",258901,"mmu:258901"
"10119","Olfr1220",258902,"mmu:258902"
"10120","Olfr1221",258904,"mmu:258904"
"10121","Olfr1222",258177,"mmu:258177"
"10123","Olfr1223",258894,"mmu:258894"
"10124","Olfr1225",258893,"mmu:258893"
"10125","Olfr1226",258969,"mmu:258969"
"10126","Olfr1228",258973,"mmu:258973"
"10128","Olfr1229",257921,"mmu:257921"
"10129","Olfr1230",258785,"mmu:258785"
"10130","Olfr1231",258446,"mmu:258446"
"10131","Olfr1232",258320,"mmu:258320"
"10132","Olfr1233",258974,"mmu:258974"
"10134","Olfr1234",258975,"mmu:258975"
"10136","Olfr1238",258786,"mmu:258786"
"10137","Olfr1239",258972,"mmu:258972"
"10138","Olfr1240",258804,"mmu:258804"
"10139","Olfr1241",258447,"mmu:258447"
"10141","Olfr1242",258970,"mmu:258970"
"10144","Olfr1243",258971,"mmu:258971"
"10145","Olfr1245",258784,"mmu:258784"
"10146","Olfr1246",258788,"mmu:258788"
"10147","Olfr1247",258968,"mmu:258968"
"10150","Olfr1248",258787,"mmu:258787"
"10151","Olfr1249",257984,"mmu:257984"
"10152","Olfr1250",258967,"mmu:258967"
"10153","Olfr1251",259145,"mmu:259145"
"10154","Olfr1252",404331,"mmu:404331"
"10155","Olfr1253",258370,"mmu:258370"
"10156","Olfr1254",258468,"mmu:258468"
"10157","Olfr1255",258979,"mmu:258979"
"10158","Olfr1256",258985,"mmu:258985"
"10160","Olfr48",18347,"mmu:18347"
"10161","Olfr1257",258984,"mmu:258984"
"10162","Olfr1258",258980,"mmu:258980"
"10165","Olfr1259",258338,"mmu:258338"
"10166","Olfr1260",258983,"mmu:258983"
"10167","Olfr1261",258466,"mmu:258466"
"10168","Olfr1262",258976,"mmu:258976"
"10169","Olfr1263",258790,"mmu:258790"
"10170","Olfr1264",258206,"mmu:258206"
"10171","Olfr1265",258340,"mmu:258340"
"10172","Olfr140",57272,"mmu:57272"
"10173","Olfr1269",258339,"mmu:258339"
"10174","Olfr32",18331,"mmu:18331"
"10176","Olfr1270",258987,"mmu:258987"
"10177","Olfr1506",257665,"mmu:257665"
"10179","Olfr142",406186,"mmu:406186"
"10180","Olfr1271",258789,"mmu:258789"
"10182","Olfr1272",258982,"mmu:258982"
"10183","Olfr1273-ps",258977,"mmu:258977"
"10184","Gm13769",100042690,"mmu:100042690"
"10186","Olfr1274-ps",258330,"mmu:258330"
"10187","Ptprj",19271,"mmu:19271"
"10193","Nup160",59015,"mmu:59015"
"10196","Fnbp4",55935,"mmu:55935"
"10198","Agbl2",271813,"mmu:271813"
"10226","Gm32514",102635091,"mmu:102635091"
"10248","Psmc3",19182,"mmu:19182"
"10249","Slc39a13",68427,"mmu:68427"
"10258","Spi1",20375,"mmu:20375"
"10262","Mybpc3",17868,"mmu:17868"
"10265","Madd",228355,"mmu:228355"
"10281","Nr1h3",22259,"mmu:22259"
"10286","Acp2",11432,"mmu:11432"
"10289","Ddb2",107986,"mmu:107986"
"10291","Pacsin3",80708,"mmu:80708"
"10299","Arfgap2",77038,"mmu:77038"
"10301","1110051M20Rik",228356,"mmu:228356"
"10304","Lrp4",228357,"mmu:228357"
"10307","Ckap5",75786,"mmu:75786"
"10312","F2",14061,"mmu:14061"
"10314","Zfp408",381410,"mmu:381410"
"10318","Arhgap1",228359,"mmu:228359"
"10329","Atg13",51897,"mmu:51897"
"10337","Harbi1",241547,"mmu:241547"
"10341","Ambra1",228361,"mmu:228361"
"10345","Chrm4",12672,"mmu:12672"
"10348","Mdk",17242,"mmu:17242"
"10355","Dgkz",104418,"mmu:104418"
"10370","Creb3l1",26427,"mmu:26427"
"10371","Phf21a",192285,"mmu:192285"
"10409","Gyltl1b",228366,"mmu:228366"
"10420","Pex16",18633,"mmu:18633"
"10423","1700029I15Rik",75641,"mmu:75641"
"10424","Mapk8ip1",19099,"mmu:19099"
"10429","Cry2",12953,"mmu:12953"
"10431","Slc35c1",228368,"mmu:228368"
"10433","Chst1",76969,"mmu:76969"
"10436","Syt13",80976,"mmu:80976"
"10437","Prdm11",100042784,"mmu:100042784"
"10438","Trp53i11",277414,"mmu:277414"
"10446","Tspan18",241556,"mmu:241556"
"10452","Cd82",12521,"mmu:12521"
"10459","Alx4",11695,"mmu:11695"
"10460","Ext2",14043,"mmu:14043"
"10465","Accs",329470,"mmu:329470"
"10476","Accsl",381411,"mmu:381411"
