"","Approved.symbol","NCBI.Gene.ID","keggGene"
"115","Olfr1512",258424,"mmu:258424"
"116","Olfr1511",258268,"mmu:258268"
"117","Olfr1510",258423,"mmu:258423"
"118","Olfr1509",57271,"mmu:57271"
"119","Olfr1508",57270,"mmu:57270"
"120","Olfr1507",57269,"mmu:57269"
"122","Enthd1",383075,"mmu:383075"
"123","Grap2",17444,"mmu:17444"
"125","Fam83f",213956,"mmu:213956"
"126","Txnrd2",26462,"mmu:26462"
"127","Gnb1l",13972,"mmu:13972"
"132","Tbx1",21380,"mmu:21380"
"135","Sim2",20465,"mmu:20465"
"136","Hlcs",110948,"mmu:110948"
"137","LOC102641028",102641028,"mmu:102641028"
"138","Ripply3",170765,"mmu:170765"
"139","Pigp",56176,"mmu:56176"
"145","Ttc3",22129,"mmu:22129"
"146","Dscr3",13185,"mmu:13185"
"147","Dyrk1a",13548,"mmu:13548"
"149","Kcnj6",16522,"mmu:16522"
"153","Kcnj15",16516,"mmu:16516"
"164","Erg",13876,"mmu:13876"
"170","Ets2",23872,"mmu:23872"
"171","Olfr95",258506,"mmu:258506"
"172","Olfr96",258507,"mmu:258507"
"173","Rab11b",19326,"mmu:19326"
"174","Angptl4",57875,"mmu:57875"
"175","Kank3",80880,"mmu:80880"
"176","Rps28",54127,"mmu:54127"
"177","Ndufa7",66416,"mmu:66416"
"178","Cd320",54219,"mmu:54219"
"180","Kifc1",100502766,"mmu:100502766"
"181","Daxx",13163,"mmu:13163"
"183","Zbtb22",81630,"mmu:81630"
"184","Tapbp",21356,"mmu:21356"
"186","Rgl2",19732,"mmu:19732"
"187","Pfdn6",14976,"mmu:14976"
"189","Wdr46",57315,"mmu:57315"
"190","B3galt4",54218,"mmu:54218"
"191","Rps18",20084,"mmu:20084"
"192","Vps52",224705,"mmu:224705"
"193","H2-K1",14972,"mmu:14972"
"194","Ring1",19763,"mmu:19763"
"195","H2-Ke6",14979,"mmu:14979"
"196","Slc39a7",14977,"mmu:14977"
"198","Rxrb",20182,"mmu:20182"
"202","Col11a2",12815,"mmu:12815"
"204","H2-Oa",15001,"mmu:15001"
"205","Brd2",14312,"mmu:14312"
"207","H2-DMa",14998,"mmu:14998"
"208","H2-DMb2",15000,"mmu:15000"
"209","H2-DMb1",14999,"mmu:14999"
"210","Psmb9",16912,"mmu:16912"
"211","Tap1",21354,"mmu:21354"
"213","Psmb8",16913,"mmu:16913"
"214","Tap2",21355,"mmu:21355"
"215","H2-Ob",15002,"mmu:15002"
"216","H2-Ab1",14961,"mmu:14961"
"217","H2-Aa",14960,"mmu:14960"
"218","H2-Eb1",14969,"mmu:14969"
"219","H2-Eb2",381091,"mmu:381091"
"220","H2-Ea-ps",100504404,"mmu:100504404"
"221","Btnl2",547431,"mmu:547431"
"222","Btnl1",100038862,"mmu:100038862"
"223","BC051142",407788,"mmu:407788"
"225","Btnl4",632126,"mmu:632126"
"226","Btnl6",624681,"mmu:624681"
"227","Notch4",18132,"mmu:18132"
"228","Gpsm3",106512,"mmu:106512"
"229","Pbx2",18515,"mmu:18515"
"230","Ager",11596,"mmu:11596"
"234","Rnf5",54197,"mmu:54197"
"235","Agpat1",55979,"mmu:55979"
"237","Egfl8",81701,"mmu:81701"
"238","Ppt2",54397,"mmu:54397"
"243","Prrt1",260297,"mmu:260297"
"244","Fkbpl",56299,"mmu:56299"
"245","Atf6b",12915,"mmu:12915"
"246","Tnxb",81877,"mmu:81877"
"247","C4b",12268,"mmu:12268"
"248","Cyp21a1",13079,"mmu:13079"
"249","C4a",625018,"mmu:625018"
"250","Stk19",54402,"mmu:54402"
"251","Dxo",112403,"mmu:112403"
"253","Skiv2l",108077,"mmu:108077"
"254","Nelfe",27632,"mmu:27632"
"257","Cfb",14962,"mmu:14962"
"259","C2",12263,"mmu:12263"
"260","Zbtb12",193736,"mmu:193736"
"261","Ehmt2",110147,"mmu:110147"
"265","Slc44a4",70129,"mmu:70129"
"266","Neu1",18010,"mmu:18010"
"267","Hspa1b",15511,"mmu:15511"
"268","Hspa1a",193740,"mmu:193740"
"269","Hspa1l",15482,"mmu:15482"
"270","Lsm2",27756,"mmu:27756"
"274","D17H6S56E-5",110956,"mmu:110956"
"275","Vars",22321,"mmu:22321"
"276","Vwa7",27762,"mmu:27762"
"277","Sapcd1",78376,"mmu:78376"
"278","Msh5",17687,"mmu:17687"
"280","Clic1",114584,"mmu:114584"
"281","Ddah2",51793,"mmu:51793"
"283","G6b",106722,"mmu:106722"
"285","Ly6g6c",68468,"mmu:68468"
"286","Ly6g6d",114654,"mmu:114654"
"287","Ly6g6e",70274,"mmu:70274"
"288","Ly6g6f",433099,"mmu:433099"
"289","Abhd16a",193742,"mmu:193742"
"290","Ly6g5c",114652,"mmu:114652"
"291","Ly6g5b",266614,"mmu:266614"
"292","Csnk2b",13001,"mmu:13001"
"296","Gpank1",81845,"mmu:81845"
"298","D17H6S53E",114585,"mmu:114585"
"299","Apom",55938,"mmu:55938"
"300","Bag6",224727,"mmu:224727"
"303","Prrc2a",53761,"mmu:53761"
"305","Aif1",11629,"mmu:11629"
"306","Lst1",16988,"mmu:16988"
"307","Ltb",16994,"mmu:16994"
"308","Tnf",21926,"mmu:21926"
"310","Lta",16992,"mmu:16992"
"311","Nfkbil1",18038,"mmu:18038"
"312","Atp6v1g2",66237,"mmu:66237"
"313","Ddx39b",53817,"mmu:53817"
"315","H2-D1",14964,"mmu:14964"
"316","H2-Q1",15006,"mmu:15006"
"317","H2-Q2",15013,"mmu:15013"
"318","H2-Q4",15015,"mmu:15015"
"319","H2-Q8",15019,"mmu:15019"
"320","H2-Q9",110558,"mmu:110558"
"321","H2-Q6",110557,"mmu:110557"
"322","H2-Q7",15018,"mmu:15018"
"325","H2-Q10",15007,"mmu:15007"
"326","Pou5f1",18999,"mmu:18999"
"328","Tcf19",106795,"mmu:106795"
"331","Cchcr1",240084,"mmu:240084"
"332","Psors1c2",57390,"mmu:57390"
"333","Cdsn",386463,"mmu:386463"
"334","2300002M23Rik",69542,"mmu:69542"
"335","Olfr109",258832,"mmu:258832"
"336","H2-M2",14990,"mmu:14990"
"337","Olfr110",258325,"mmu:258325"
"338","Olfr111",545205,"mmu:545205"
"339","Olfr112",258096,"mmu:258096"
"340","Olfr113",258286,"mmu:258286"
"341","Olfr114",258284,"mmu:258284"
"342","Olfr115",257908,"mmu:257908"
"343","Olfr116",258625,"mmu:258625"
"344","Olfr117",258263,"mmu:258263"
"345","Olfr118",404308,"mmu:404308"
"346","Olfr119",258095,"mmu:258095"
"347","Olfr120",258624,"mmu:258624"
"348","Pcnx3",104401,"mmu:104401"
"349","Map3k11",26403,"mmu:26403"
"350","Kcnk7",16530,"mmu:16530"
"351","Tenm1",23963,"mmu:23963"
"352","Magea4",17140,"mmu:17140"
"353","Gabre",14404,"mmu:14404"
"354","Xlr3c",22446,"mmu:22446"
"355","Xlr4c",72891,"mmu:72891"
"356","Xlr4b",27083,"mmu:27083"
"362","F8a",14070,"mmu:14070"
"363","Xlr3b",574437,"mmu:574437"
"364","Zfp60",22718,"mmu:22718"
"366","Zfp626",71163,"mmu:71163"
"367","Olfr314",257917,"mmu:257917"
"368","Olfr315",258531,"mmu:258531"
"369","Olfr316",258064,"mmu:258064"
"370","Olfr317",257931,"mmu:257931"
"371","Olfr318",258494,"mmu:258494"
"372","Olfr319",258493,"mmu:258493"
"373","Olfr320",216783,"mmu:216783"
"374","Olfr322",404346,"mmu:404346"
"375","Trim58",216781,"mmu:216781"
"376","Olfr323",258373,"mmu:258373"
"377","Tdpoz1",207213,"mmu:207213"
"378","Tdpoz2",399673,"mmu:399673"
"379","Hbb-y",15135,"mmu:15135"
"380","Hbb-bh1",15132,"mmu:15132"
"381","Hbb-bh2",436003,"mmu:436003"
"382","Hbb-b1",15129,"mmu:15129"
"383","Hbb-b2",15130,"mmu:15130"
"384","Mettl17",52535,"mmu:52535"
"385","Slc39a2",214922,"mmu:214922"
"386","Ndrg2",29811,"mmu:29811"
"388","Tppp2",219038,"mmu:219038"
"389","Rnase13",497071,"mmu:497071"
"390","Mas1",17171,"mmu:17171"
"391","Igf2r",16004,"mmu:16004"
"392","Zfp185",22673,"mmu:22673"
"394","Pnma5",385377,"mmu:385377"
"395","Pnma3",245468,"mmu:245468"
"396","Xlr4a",434794,"mmu:434794"
"397","Xlr3a",22445,"mmu:22445"
"398","Xlr5a",574438,"mmu:574438"
"399","Padi2",18600,"mmu:18600"
"400","Padi1",18599,"mmu:18599"
"401","Padi3",18601,"mmu:18601"
"402","Padi4",18602,"mmu:18602"
"403","Padi6",242726,"mmu:242726"
"404","Rcc2",108911,"mmu:108911"
"405","Cxcl15",20309,"mmu:20309"
"406","Cxcl3",330122,"mmu:330122"
"407","Pf4",56744,"mmu:56744"
"408","Ppbp",57349,"mmu:57349"
"409","Cxcl5",20311,"mmu:20311"
"410","Slc16a2",20502,"mmu:20502"
"411","Zcchc13",75064,"mmu:75064"
"412","Slc25a24",229731,"mmu:229731"
"413","Vav3",57257,"mmu:57257"
"415","Ntng1",80883,"mmu:80883"
"420","Mta1",116870,"mmu:116870"
"421","Crip2",68337,"mmu:68337"
"422","Crip1",12925,"mmu:12925"
"423","4930427A07Rik",104732,"mmu:104732"
"424","Tmem121",69195,"mmu:69195"
"425","Adam6b",238405,"mmu:238405"
"426","Adam6a",238406,"mmu:238406"
"427","LOC641025",641025,"mmu:641025"
"428","Serpina1d",20703,"mmu:20703"
"429","Serpina1b",20701,"mmu:20701"
"430","LOC102633783",102633783,"mmu:102633783"
"431","LOC102634581",102634581,"mmu:102634581"
"432","Csprs",114564,"mmu:114564"
"433","LOC100039029",100039029,"mmu:100039029"
"434","Vamp7",20955,"mmu:20955"
"438","Spry3",236576,"mmu:236576"
"439","Tmlhe",192289,"mmu:192289"
"441","LOC100041708",100041708,"mmu:100041708"
"444","LOC108167387",108167387,"mmu:108167387"
"445","LOC101055663",101055663,"mmu:101055663"
"447","LOC546061",546061,"mmu:546061"
"448","LOC101055672",101055672,"mmu:101055672"
"449","LOC677525",677525,"mmu:677525"
"450","LOC105247075",105247075,"mmu:105247075"
"451","LOC100041057",100041057,"mmu:100041057"
"452","LOC100503923",100503923,"mmu:100503923"
"464","LOC102636558",102636558,"mmu:102636558"
"465","LOC671917",671917,"mmu:671917"
"466","LOC100041903",100041903,"mmu:100041903"
"467","LOC102638047",102638047,"mmu:102638047"
"473","Syt6",54524,"mmu:54524"
"479","Olfml3",99543,"mmu:99543"
"480","Hipk1",15257,"mmu:15257"
"483","Dclre1b",140917,"mmu:140917"
"485","Ap4b1",67489,"mmu:67489"
"488","Bcl2l15",229672,"mmu:229672"
"490","Ptpn22",19260,"mmu:19260"
"491","Rsbn1",229675,"mmu:229675"
"492","Phtf1",18685,"mmu:18685"
"496","Magi3",99470,"mmu:99470"
"498","Dhrsx",236082,"mmu:236082"
"505","Mup19",100189605,"mmu:100189605"
"506","Mup5",17844,"mmu:17844"
"507","Zfp37",22696,"mmu:22696"
"511","Mup21",381531,"mmu:381531"
"512","Mup3",17842,"mmu:17842"
"513","Mup20",381530,"mmu:381530"
"514","Mup13",100039089,"mmu:100039089"
"515","LOC100862470",100862470,"mmu:100862470"
"516","LOC102637947",102637947,"mmu:102637947"
"517","Gm13051",626316,"mmu:626316"
"518","Gt(pU21)140Imeg",732521,"mmu:732521"
"519","Rex2",100043034,"mmu:100043034"
"521","LOC100862460",100862460,"mmu:100862460"
"522","LOC102631585",102631585,"mmu:102631585"
"523","2610305D13Rik",112422,"mmu:112422"
"524","Zfp534",100503584,"mmu:100503584"
"528","LOC105247297",105247297,"mmu:105247297"
"532","2610036A22Rik",70190,"mmu:70190"
"534","LOC105242453",105242453,"mmu:105242453"
"535","LOC100862446",100862446,"mmu:100862446"
"536","Miip",28010,"mmu:28010"
"537","Fv1",14349,"mmu:14349"
"538","Mfn2",170731,"mmu:170731"
"543","Plod1",18822,"mmu:18822"
"544","2510039O18Rik",77034,"mmu:77034"
"545","Nppb",18158,"mmu:18158"
"547","Nppa",230899,"mmu:230899"
"548","Clcn6",26372,"mmu:26372"
"549","Mthfr",17769,"mmu:17769"
"551","Gm13201",102634746,"mmu:102634746"
"552","Gm13202",433806,"mmu:433806"
"553","Agtrap",11610,"mmu:11610"
"555","Draxin",70433,"mmu:70433"
"556","Mad2l2",71890,"mmu:71890"
"558","Fbxo6",50762,"mmu:50762"
"563","Fbxo44",230903,"mmu:230903"
"566","Fbxo2",230904,"mmu:230904"
"567","Ptchd2",242748,"mmu:242748"
"568","LOC100862468",100862468,"mmu:100862468"
"569","Ubiad1",71707,"mmu:71707"
"570","Mtor",56717,"mmu:56717"
"571","Angptl7",654812,"mmu:654812"
"572","Exosc10",50912,"mmu:50912"
"573","Srm",20810,"mmu:20810"
"574","Masp2",17175,"mmu:17175"
"576","Tardbp",230908,"mmu:230908"
"582","Gm572",230909,"mmu:230909"
"583","Casz1",69743,"mmu:69743"
"585","Pex14",56273,"mmu:56273"
"586","Dffa",13347,"mmu:13347"
"588","Cort",12854,"mmu:12854"
"589","Apitd1",69928,"mmu:69928"
"590","Pgd",110208,"mmu:110208"
"591","Kif1b",16561,"mmu:16561"
"594","Ube4b",63958,"mmu:63958"
"595","Rbp7",63954,"mmu:63954"
"596","Nmnat1",66454,"mmu:66454"
"597","Lzic",69151,"mmu:69151"
"598","Ctnnbip1",67087,"mmu:67087"
"600","Clstn1",65945,"mmu:65945"
"602","Pik3cd",18707,"mmu:18707"
"608","Tmem201",230917,"mmu:230917"
"611","Slc25a33",70556,"mmu:70556"
"612","Sox5",20678,"mmu:20678"
"615","Bcat1",12035,"mmu:12035"
"617","Lrmp",16970,"mmu:16970"
"620","Casc1",320662,"mmu:320662"
"621","Lyrm5",67636,"mmu:67636"
"623","Kras",16653,"mmu:16653"
"624","Lmntd1",74071,"mmu:74071"
"625","Tuba3b",22147,"mmu:22147"
"626","Sspn",16651,"mmu:16651"
"628","Itpr2",16439,"mmu:16439"
"630","Asun",71177,"mmu:71177"
"631","Fgfr1op2",67529,"mmu:67529"
"632","Tm7sf3",67623,"mmu:67623"
"633","Med21",108098,"mmu:108098"
"634","Stk38l",232533,"mmu:232533"
"635","Arntl2",272322,"mmu:272322"
"639","Smco2",69371,"mmu:69371"
"640","1700034J05Rik",73344,"mmu:73344"
"642","Ppfibp1",67533,"mmu:67533"
"644","Rep15",66532,"mmu:66532"
"645","Mrps35",232536,"mmu:232536"
"646","Mansc4",545893,"mmu:545893"
"647","Klhl42",232539,"mmu:232539"
"648","Pthlh",19227,"mmu:19227"
"649","Ccdc91",67015,"mmu:67015"
"650","Far2",330450,"mmu:330450"
"651","Ergic2",67456,"mmu:67456"
"653","Tmtc1",387314,"mmu:387314"
"654","Ipo8",320727,"mmu:320727"
"655","Caprin2",232560,"mmu:232560"
"657","Dennd5b",320560,"mmu:320560"
"658","Mettl20",320204,"mmu:320204"
"663","Amn1",232566,"mmu:232566"
"664","2810474O19Rik",67246,"mmu:67246"
"667","Bicd1",12121,"mmu:12121"
"669","Vmn1r186",100039479,"mmu:100039479"
"670","Vmn1r187",100039499,"mmu:100039499"
"673","Zzef1",195018,"mmu:195018"
"674","Atp2a3",53313,"mmu:53313"
"677","P2rx1",18436,"mmu:18436"
"678","Camkk1",55984,"mmu:55984"
"679","Ncbp3",66874,"mmu:66874"
"680","Itgae",16407,"mmu:16407"
"682","Gsg2",14841,"mmu:14841"
"683","P2rx5",94045,"mmu:94045"
"684","Emc6",66048,"mmu:66048"
"686","Tax1bp3",76281,"mmu:76281"
"687","Ctns",83429,"mmu:83429"
"688","Shpk",74637,"mmu:74637"
"689","Trpv1",193034,"mmu:193034"
"690","Trpv3",246788,"mmu:246788"
"691","Aspa",11484,"mmu:11484"
"692","Spata22",380709,"mmu:380709"
"693","Olfr20",258925,"mmu:258925"
"694","Olfr376",258924,"mmu:258924"
"696","Olfr1",258923,"mmu:258923"
"697","Olfr378",259026,"mmu:259026"
"698","Olfr380",259027,"mmu:259027"
"699","Olfr381",259024,"mmu:259024"
"700","Olfr382",258435,"mmu:258435"
"701","Olfr385",259025,"mmu:259025"
"702","Olfr384",193053,"mmu:193053"
"703","Zfp735",76390,"mmu:76390"
"704","Olfr389",259011,"mmu:259011"
"705","Olfr390",258344,"mmu:258344"
"706","Olfr391-ps",258236,"mmu:258236"
"707","Olfr392",259008,"mmu:259008"
"708","Olfr393",259010,"mmu:259010"
"709","Olfr394",259009,"mmu:259009"
"710","Olfr395",259007,"mmu:259007"
"711","Olfr23",18321,"mmu:18321"
"712","Olfr397",258343,"mmu:258343"
"713","Olfr398",258705,"mmu:258705"
"714","Olfr139",259005,"mmu:259005"
"715","Olfr399",259006,"mmu:259006"
"716","Zfp616",327963,"mmu:327963"
"717","Olfr401",258701,"mmu:258701"
"718","Olfr402",258703,"mmu:258703"
"719","Olfr403",404316,"mmu:404316"
"720","Olfr43",258706,"mmu:258706"
"721","Olfr406",258181,"mmu:258181"
"722","Olfr59",18359,"mmu:18359"
"723","Olfr410",258702,"mmu:258702"
"724","Olfr411",258704,"mmu:258704"
"725","Olfr412",258153,"mmu:258153"
"728","Gm30599",102632554,"mmu:102632554"
"731","Tex22",75671,"mmu:75671"
"732","Pacs2",217893,"mmu:217893"
"735","LOC102641037",102641037,"mmu:102641037"
"736","Sly",382301,"mmu:382301"
"737","Ssty2",70009,"mmu:70009"
"738","LOC108168689",108168689,"mmu:108168689"
"739","LOC665918",665918,"mmu:665918"
"740","Tcl1b2",27381,"mmu:27381"
"741","Tcl1b1",27379,"mmu:27379"
"742","Tcl1b5",27382,"mmu:27382"
"743","Tcl1b3",27378,"mmu:27378"
"744","LOC100041504",100041504,"mmu:100041504"
"745","LOC100043918",100043918,"mmu:100043918"
"746","LOC100862324",100862324,"mmu:100862324"
"751","LOC100043921",100043921,"mmu:100043921"
"752","LOC100041593",100041593,"mmu:100041593"
"753","LOC101055676",101055676,"mmu:101055676"
"754","LOC100041599",100041599,"mmu:100041599"
"755","LOC100503733",100503733,"mmu:100503733"
"756","LOC665290",665290,"mmu:665290"
"757","LOC624931",624931,"mmu:624931"
"758","LOC665755",665755,"mmu:665755"
"759","Mup9",100038948,"mmu:100038948"
"760","Snx30",209131,"mmu:209131"
"761","Slc46a2",30936,"mmu:30936"
"762","Mup4",17843,"mmu:17843"
"763","Mup6",620807,"mmu:620807"
"764","Mup7",100041658,"mmu:100041658"
"765","Mup2",17841,"mmu:17841"
"768","Apobec3",80287,"mmu:80287"
"770","Cbx7",52609,"mmu:52609"
"771","Klrc3",58179,"mmu:58179"
"772","Klrc1",16641,"mmu:16641"
"775","Klri1",503550,"mmu:503550"
"776","Klri2",320407,"mmu:320407"
"777","Gm156",232415,"mmu:232415"
"778","Klra17",170733,"mmu:170733"
"779","Klra5",16636,"mmu:16636"
"780","Gm15854",667764,"mmu:667764"
"781","Klra6",16637,"mmu:16637"
"782","Klra4",16635,"mmu:16635"
"784","Klra8",16639,"mmu:16639"
"785","Klra7",16638,"mmu:16638"
"787","LOC108167383",108167383,"mmu:108167383"
"791","Klra9",16640,"mmu:16640"
"792","Klra23",79410,"mmu:79410"
"793","Klra16",27424,"mmu:27424"
"794","Klra1",16627,"mmu:16627"
"795","Klra3",16634,"mmu:16634"
"796","LOC100862413",100862413,"mmu:100862413"
"797","LOC100862415",100862415,"mmu:100862415"
"798","LOC108168698",108168698,"mmu:108168698"
"799","Gm20997",100504950,"mmu:100504950"
"800","LOC108167918",108167918,"mmu:108167918"
"801","Ypel2",77864,"mmu:77864"
"802","Gdpd1",66569,"mmu:66569"
"803","Smg8",74133,"mmu:74133"
"804","Prr11",270906,"mmu:270906"
"805","Ska2",66140,"mmu:66140"
"806","Trim37",68729,"mmu:68729"
"807","Ppm1e",320472,"mmu:320472"
"808","Rad51c",114714,"mmu:114714"
"810","Tex14",83560,"mmu:83560"
"812","Sept4",18952,"mmu:18952"
"816","Mtmr4",170749,"mmu:170749"
"817","Hsf5",327992,"mmu:327992"
"818","Rnf43",207742,"mmu:207742"
"819","Supt4a",20922,"mmu:20922"
"820","Bzrap1",207777,"mmu:207777"
"821","Mpo",17523,"mmu:17523"
"822","Lpo",76113,"mmu:76113"
"823","Mks1",380718,"mmu:380718"
"824","Epx",13861,"mmu:13861"
"825","Olfr462",258406,"mmu:258406"
"826","Olfr463",258408,"mmu:258408"
"827","Olfr464",258407,"mmu:258407"
"828","Dynll2",68097,"mmu:68097"
"831","Srsf1",110809,"mmu:110809"
"833","Vezf1",22344,"mmu:22344"
"834","Cuedc1",103841,"mmu:103841"
"836","Mrps23",64656,"mmu:64656"
"841","Ccdc182",74297,"mmu:74297"
"842","Msi2",76626,"mmu:76626"
"844","LOC100862433",100862433,"mmu:100862433"
"845","Akap1",11640,"mmu:11640"
"847","Scpep1",74617,"mmu:74617"
"848","Coil",12812,"mmu:12812"
"849","Trim25",217069,"mmu:217069"
"850","Dgke",56077,"mmu:56077"
"851","Gm525",217071,"mmu:217071"
"852","Nog",18121,"mmu:18121"
"853","Ankfn1",382543,"mmu:382543"
"855","March2",224703,"mmu:224703"
"878","LOC100044627",100044627,"mmu:100044627"
"879","LOC102641086",102641086,"mmu:102641086"
"1013","Gm9573",672682,"mmu:672682"
"1014","Dpcr1",268949,"mmu:268949"
"1015","Sfta2",433102,"mmu:433102"
"1016","Vars2",68915,"mmu:68915"
"1017","Gtf2h4",14885,"mmu:14885"
"1018","Ddr1",12305,"mmu:12305"
"1022","Ier3",15937,"mmu:15937"
"1023","Flot1",14251,"mmu:14251"
"1024","Tubb5",22154,"mmu:22154"
"1025","Mdc1",240087,"mmu:240087"
"1026","Nrm",106582,"mmu:106582"
"1027","Ppp1r18",76448,"mmu:76448"
"1030","Dhx16",69192,"mmu:69192"
"1031","2310061I04Rik",69662,"mmu:69662"
"1032","Atat1",73242,"mmu:73242"
"1035","Mrps18b",66973,"mmu:66973"
"1036","Ppp1r10",52040,"mmu:52040"
"1037","Gm9840",100043674,"mmu:100043674"
"1038","Abcf1",224742,"mmu:224742"
"1039","Prr3",75210,"mmu:75210"
"1045","Gnl1",14670,"mmu:14670"
"1046","H2-T24",15042,"mmu:15042"
"1047","H2-T23",15040,"mmu:15040"
"1048","H2-T22",15039,"mmu:15039"
"1049","Gm6034",547347,"mmu:547347"
"1050","Gm11127",100529082,"mmu:100529082"
"1051","H2-Bl",14963,"mmu:14963"
"1052","H2-T18",15033,"mmu:15033"
"1053","LOC547349",547349,"mmu:547349"
"1054","H2-T3",15043,"mmu:15043"
"1055","Rpp21",67676,"mmu:67676"
"1056","Trim39",79263,"mmu:79263"
"1058","H2-M10.2",333715,"mmu:333715"
"1059","H2-M10.1",14985,"mmu:14985"
"1060","H2-M10.3",110696,"mmu:110696"
"1061","Stk-ps1",545204,"mmu:545204"
"1062","H2-M10.4",224753,"mmu:224753"
"1063","H2-M11",224754,"mmu:224754"
"1064","H2-M9",14997,"mmu:14997"
"1065","H2-M1",224756,"mmu:224756"
"1066","H2-M10.5",224761,"mmu:224761"
"1067","H2-M10.6",399549,"mmu:399549"
"1068","Trim26",22670,"mmu:22670"
"1071","Trim15",69097,"mmu:69097"
"1073","Trim10",19824,"mmu:19824"
"1074","Trim40",195359,"mmu:195359"
"1076","Trim31",224762,"mmu:224762"
"1077","Rnf39",386454,"mmu:386454"
"1078","Ppp1r11",76497,"mmu:76497"
"1079","Znrd1",66136,"mmu:66136"
"1080","Znrd1as",76416,"mmu:76416"
"1081","2410137M14Rik",76797,"mmu:76797"
"1082","H2-M5",240095,"mmu:240095"
"1083","Zfp57",22715,"mmu:22715"
"1086","Mog",17441,"mmu:17441"
"1087","Gabbr1",54393,"mmu:54393"
"1088","Olfr90",258469,"mmu:258469"
"1089","Olfr91",258470,"mmu:258470"
"1090","Olfr92",258448,"mmu:258448"
"1091","LOC101056300",101056300,"mmu:101056300"
"1092","Olfr93",258051,"mmu:258051"
"1093","Ubd",24108,"mmu:24108"
"1094","Olfr94",258219,"mmu:258219"
"1097","Olfr97",258505,"mmu:258505"
"1098","Olfr98",258503,"mmu:258503"
"1099","H2-M3",14991,"mmu:14991"
"1100","Olfr99",258508,"mmu:258508"
"1101","Olfr101",258831,"mmu:258831"
"1102","Olfr102",258218,"mmu:258218"
"1103","Olfr103",258830,"mmu:258830"
"1104","Olfr107",258504,"mmu:258504"
"1105","Olfr108",258457,"mmu:258457"
"1119","Olfr121",258622,"mmu:258622"
"1120","Olfr122",258285,"mmu:258285"
"1121","Olfr123",258623,"mmu:258623"
"1122","Olfr124",259064,"mmu:259064"
"1123","Olfr125",258287,"mmu:258287"
