"","Approved.symbol","NCBI.Gene.ID","keggGene"
"4298","MAP2K4",6416,"hsa:6416"
"4299","SET",6418,"hsa:6418"
"4300","SETMAR",6419,"hsa:6419"
"4301","SFPQ",6421,"hsa:6421"
"4302","SFRP1",6422,"hsa:6422"
"4303","SFRP2",6423,"hsa:6423"
"4304","SFRP4",6424,"hsa:6424"
"4305","SFRP5",6425,"hsa:6425"
"4306","SRSF1",6426,"hsa:6426"
"4307","SRSF2",6427,"hsa:6427"
"4308","SRSF3",6428,"hsa:6428"
"4309","SRSF4",6429,"hsa:6429"
"4310","SRSF5",6430,"hsa:6430"
"4311","SRSF6",6431,"hsa:6431"
"4312","SRSF7",6432,"hsa:6432"
"4313","SFSWAP",6433,"hsa:6433"
"4314","TRA2B",6434,"hsa:6434"
"4315","SFTPB",6439,"hsa:6439"
"4316","SFTPC",6440,"hsa:6440"
"4317","SFTPD",6441,"hsa:6441"
"4318","SGCA",6442,"hsa:6442"
"4319","SGCB",6443,"hsa:6443"
"4320","SGCD",6444,"hsa:6444"
"4321","SGCG",6445,"hsa:6445"
"4322","SGK1",6446,"hsa:6446"
"4323","SCG5",6447,"hsa:6447"
"4324","SGSH",6448,"hsa:6448"
"4325","SGTA",6449,"hsa:6449"
"4326","SH3BGR",6450,"hsa:6450"
"4327","SH3BGRL",6451,"hsa:6451"
"4328","SH3BP2",6452,"hsa:6452"
"4329","ITSN1",6453,"hsa:6453"
"4330","SH3GL1",6455,"hsa:6455"
"4331","SH3GL2",6456,"hsa:6456"
"4332","SH3GL3",6457,"hsa:6457"
"4333","SHB",6461,"hsa:6461"
"4334","SHBG",6462,"hsa:6462"
"4335","SHC1",6464,"hsa:6464"
"4336","FBXW4",6468,"hsa:6468"
"4337","SHH",6469,"hsa:6469"
"4338","SHMT1",6470,"hsa:6470"
"4339","SHMT2",6472,"hsa:6472"
"4340","SHOX",6473,"hsa:6473"
"4341","SHOX2",6474,"hsa:6474"
"4342","SI",6476,"hsa:6476"
"4343","SIAH1",6477,"hsa:6477"
"4344","SIAH2",6478,"hsa:6478"
"4345","ST6GAL1",6480,"hsa:6480"
"4346","ST3GAL1",6482,"hsa:6482"
"4347","ST3GAL2",6483,"hsa:6483"
"4348","ST3GAL4",6484,"hsa:6484"
"4349","ST3GAL3",6487,"hsa:6487"
"4350","ST8SIA1",6489,"hsa:6489"
"4351","PMEL",6490,"hsa:6490"
"4352","STIL",6491,"hsa:6491"
"4353","SIM1",6492,"hsa:6492"
"4354","SIM2",6493,"hsa:6493"
"4355","SIPA1",6494,"hsa:6494"
"4356","SIX1",6495,"hsa:6495"
"4357","SIX3",6496,"hsa:6496"
"4358","SKI",6497,"hsa:6497"
"4359","SKIL",6498,"hsa:6498"
"4360","SKIV2L",6499,"hsa:6499"
"4361","SKP1",6500,"hsa:6500"
"4362","SKP2",6502,"hsa:6502"
"4363","SLA",6503,"hsa:6503"
"4364","SLAMF1",6504,"hsa:6504"
"4365","SLC1A1",6505,"hsa:6505"
"4366","SLC1A2",6506,"hsa:6506"
"4367","SLC1A3",6507,"hsa:6507"
"4368","SLC4A3",6508,"hsa:6508"
"4369","SLC1A4",6509,"hsa:6509"
"4370","SLC1A5",6510,"hsa:6510"
"4371","SLC1A6",6511,"hsa:6511"
"4372","SLC1A7",6512,"hsa:6512"
"4373","SLC2A1",6513,"hsa:6513"
"4374","SLC2A2",6514,"hsa:6514"
"4375","SLC2A3",6515,"hsa:6515"
"4376","SLC2A4",6517,"hsa:6517"
"4377","SLC2A5",6518,"hsa:6518"
"4378","SLC3A1",6519,"hsa:6519"
"4379","SLC3A2",6520,"hsa:6520"
"4380","SLC4A1",6521,"hsa:6521"
"4381","SLC4A2",6522,"hsa:6522"
"4382","SLC5A1",6523,"hsa:6523"
"4383","SLC5A2",6524,"hsa:6524"
"4384","SMTN",6525,"hsa:6525"
"4385","SLC5A3",6526,"hsa:6526"
"4386","SLC5A4",6527,"hsa:6527"
"4387","SLC5A5",6528,"hsa:6528"
"4388","SLC6A1",6529,"hsa:6529"
"4389","SLC6A2",6530,"hsa:6530"
"4390","SLC6A3",6531,"hsa:6531"
"4391","SLC6A4",6532,"hsa:6532"
"4392","SLC6A6",6533,"hsa:6533"
"4393","SLC6A7",6534,"hsa:6534"
"4394","SLC6A8",6535,"hsa:6535"
"4395","SLC6A9",6536,"hsa:6536"
"4396","SLC6A11",6538,"hsa:6538"
"4397","SLC6A12",6539,"hsa:6539"
"4398","SLC6A13",6540,"hsa:6540"
"4399","SLC7A1",6541,"hsa:6541"
"4400","SLC7A2",6542,"hsa:6542"
"4401","SLC8A2",6543,"hsa:6543"
"4402","SLC7A4",6545,"hsa:6545"
"4403","SLC8A1",6546,"hsa:6546"
"4404","SLC8A3",6547,"hsa:6547"
"4405","SLC9A1",6548,"hsa:6548"
"4406","SLC9A2",6549,"hsa:6549"
"4407","SLC9A3",6550,"hsa:6550"
"4408","SLC9A5",6553,"hsa:6553"
"4409","SLC10A1",6554,"hsa:6554"
"4410","SLC10A2",6555,"hsa:6555"
"4411","SLC11A1",6556,"hsa:6556"
"4412","SLC12A1",6557,"hsa:6557"
"4413","SLC12A2",6558,"hsa:6558"
"4414","SLC12A4",6560,"hsa:6560"
"4415","SLC13A1",6561,"hsa:6561"
"4416","SLC14A1",6563,"hsa:6563"
"4417","SLC15A1",6564,"hsa:6564"
"4418","SLC15A2",6565,"hsa:6565"
"4419","SLC16A1",6566,"hsa:6566"
"4420","SLC16A2",6567,"hsa:6567"
"4421","SLC17A1",6568,"hsa:6568"
"4422","SLC34A1",6569,"hsa:6569"
"4423","SLC18A1",6570,"hsa:6570"
"4424","SLC18A2",6571,"hsa:6571"
"4425","SLC18A3",6572,"hsa:6572"
"4426","SLC19A1",6573,"hsa:6573"
"4427","SLC20A1",6574,"hsa:6574"
"4428","SLC20A2",6575,"hsa:6575"
"4429","SLC25A1",6576,"hsa:6576"
"4430","SLCO2A1",6578,"hsa:6578"
"4431","SLCO1A2",6579,"hsa:6579"
"4432","SLC22A1",6580,"hsa:6580"
"4433","SLC22A3",6581,"hsa:6581"
"4434","SLC22A2",6582,"hsa:6582"
"4435","SLC22A4",6583,"hsa:6583"
"4436","SLC22A5",6584,"hsa:6584"
"4437","SLIT1",6585,"hsa:6585"
"4438","SLIT3",6586,"hsa:6586"
"4439","SLN",6588,"hsa:6588"
"4440","SLPI",6590,"hsa:6590"
"4441","SNAI2",6591,"hsa:6591"
"4442","SMARCA1",6594,"hsa:6594"
"4443","SMARCA2",6595,"hsa:6595"
"4444","HLTF",6596,"hsa:6596"
"4445","SMARCA4",6597,"hsa:6597"
"4446","SMARCB1",6598,"hsa:6598"
"4447","SMARCC1",6599,"hsa:6599"
"4448","SMARCC2",6601,"hsa:6601"
"4449","SMARCD1",6602,"hsa:6602"
"4450","SMARCD2",6603,"hsa:6603"
"4451","SMARCD3",6604,"hsa:6604"
"4452","SMARCE1",6605,"hsa:6605"
"4453","SMN1",6606,"hsa:6606"
"4454","SMN2",6607,"hsa:6607"
"4455","SMO",6608,"hsa:6608"
"4456","SMPD1",6609,"hsa:6609"
"4457","SMPD2",6610,"hsa:6610"
"4458","SMS",6611,"hsa:6611"
"4459","SUMO3",6612,"hsa:6612"
"4460","SUMO2",6613,"hsa:6613"
"4461","SIGLEC1",6614,"hsa:6614"
"4462","SNAI1",6615,"hsa:6615"
"4463","SNAP25",6616,"hsa:6616"
"4464","SNAPC1",6617,"hsa:6617"
"4465","SNAPC2",6618,"hsa:6618"
"4466","SNAPC3",6619,"hsa:6619"
"4467","SNCB",6620,"hsa:6620"
"4468","SNAPC4",6621,"hsa:6621"
"4469","SNCA",6622,"hsa:6622"
"4470","SNCG",6623,"hsa:6623"
"4471","FSCN1",6624,"hsa:6624"
"4472","SNRNP70",6625,"hsa:6625"
"4473","SNRPA",6626,"hsa:6626"
"4474","SNRPA1",6627,"hsa:6627"
"4475","SNRPB",6628,"hsa:6628"
"4476","SNRPB2",6629,"hsa:6629"
"4477","SNRPC",6631,"hsa:6631"
"4478","SNRPD1",6632,"hsa:6632"
"4479","SNRPD2",6633,"hsa:6633"
"4480","SNRPD3",6634,"hsa:6634"
"4481","SNRPE",6635,"hsa:6635"
"4482","SNRPF",6636,"hsa:6636"
"4483","SNRPG",6637,"hsa:6637"
"4484","SNRPN",6638,"hsa:6638"
"4485","SNTA1",6640,"hsa:6640"
"4486","SNTB1",6641,"hsa:6641"
"4487","SNX1",6642,"hsa:6642"
"4488","SNX2",6643,"hsa:6643"
"4489","SNTB2",6645,"hsa:6645"
"4490","SOAT1",6646,"hsa:6646"
"4491","SOD1",6647,"hsa:6647"
"4492","SOD2",6648,"hsa:6648"
"4493","SOD3",6649,"hsa:6649"
"4494","CAPN15",6650,"hsa:6650"
"4495","SON",6651,"hsa:6651"
"4496","SORD",6652,"hsa:6652"
"4497","SORL1",6653,"hsa:6653"
"4498","SOS1",6654,"hsa:6654"
"4499","SOS2",6655,"hsa:6655"
"4500","SOX1",6656,"hsa:6656"
"4501","SOX2",6657,"hsa:6657"
"4502","SOX3",6658,"hsa:6658"
"4503","SOX4",6659,"hsa:6659"
"4504","SOX5",6660,"hsa:6660"
"4505","SOX9",6662,"hsa:6662"
"4506","SOX10",6663,"hsa:6663"
"4507","SOX11",6664,"hsa:6664"
"4508","SOX15",6665,"hsa:6665"
"4509","SOX12",6666,"hsa:6666"
"4510","SP1",6667,"hsa:6667"
"4511","SP2",6668,"hsa:6668"
"4512","SP3",6670,"hsa:6670"
"4513","SP4",6671,"hsa:6671"
"4514","SP100",6672,"hsa:6672"
"4515","SPAG1",6674,"hsa:6674"
"4516","UAP1",6675,"hsa:6675"
"4517","SPAG4",6676,"hsa:6676"
"4518","SPARC",6678,"hsa:6678"
"4519","SPAST",6683,"hsa:6683"
"4520","SPG7",6687,"hsa:6687"
"4521","SPI1",6688,"hsa:6688"
"4522","SPIB",6689,"hsa:6689"
"4523","SPINK1",6690,"hsa:6690"
"4524","SPINK2",6691,"hsa:6691"
"4525","SPINT1",6692,"hsa:6692"
"4526","SPP2",6694,"hsa:6694"
"4527","SPOCK1",6695,"hsa:6695"
"4528","SPP1",6696,"hsa:6696"
"4529","SPR",6697,"hsa:6697"
"4530","SPRR1A",6698,"hsa:6698"
"4531","SPRR1B",6699,"hsa:6699"
"4532","SPRR2A",6700,"hsa:6700"
"4533","SPRR2B",6701,"hsa:6701"
"4534","SPRR2D",6703,"hsa:6703"
"4535","SPRR2E",6704,"hsa:6704"
"4536","SPRR2F",6705,"hsa:6705"
"4537","SPRR2G",6706,"hsa:6706"
"4538","SPRR3",6707,"hsa:6707"
"4539","SPTA1",6708,"hsa:6708"
"4540","SPTAN1",6709,"hsa:6709"
"4541","SPTB",6710,"hsa:6710"
"4542","SPTBN1",6711,"hsa:6711"
"4543","SPTBN2",6712,"hsa:6712"
"4544","SQLE",6713,"hsa:6713"
"4545","SRC",6714,"hsa:6714"
"4546","SRD5A1",6715,"hsa:6715"
"4547","SRD5A2",6716,"hsa:6716"
"4548","SRI",6717,"hsa:6717"
"4549","AKR1D1",6718,"hsa:6718"
"4550","SREBF1",6720,"hsa:6720"
"4551","SREBF2",6721,"hsa:6721"
"4552","SRF",6722,"hsa:6722"
"4553","SRM",6723,"hsa:6723"
"4554","SRMS",6725,"hsa:6725"
"4555","SRP9",6726,"hsa:6726"
"4556","SRP14",6727,"hsa:6727"
"4557","SRP19",6728,"hsa:6728"
"4558","SRP54",6729,"hsa:6729"
"4559","SRP68",6730,"hsa:6730"
"4560","SRP72",6731,"hsa:6731"
"4561","SRPK1",6732,"hsa:6732"
"4562","SRPK2",6733,"hsa:6733"
"4563","SRPRA",6734,"hsa:6734"
"4564","SRY",6736,"hsa:6736"
"4565","TRIM21",6737,"hsa:6737"
"4566","RO60",6738,"hsa:6738"
"4567","SSB",6741,"hsa:6741"
"4568","SSBP1",6742,"hsa:6742"
"4569","ITPRID2",6744,"hsa:6744"
"4570","SSR1",6745,"hsa:6745"
"4571","SSR2",6746,"hsa:6746"
"4572","SSR3",6747,"hsa:6747"
"4573","SSR4",6748,"hsa:6748"
"4574","SSRP1",6749,"hsa:6749"
"4575","SST",6750,"hsa:6750"
"4576","SSTR2",6752,"hsa:6752"
"4577","SSTR4",6754,"hsa:6754"
"4578","SSX1",6756,"hsa:6756"
"4579","SSX2",6757,"hsa:6757"
"4580","SSX5",6758,"hsa:6758"
"4581","SSX4",6759,"hsa:6759"
"4582","SS18",6760,"hsa:6760"
"4583","ST5",6764,"hsa:6764"
"4584","ST13",6767,"hsa:6767"
"4585","ST14",6768,"hsa:6768"
"4586","STAC",6769,"hsa:6769"
"4587","STAR",6770,"hsa:6770"
"4588","STAT1",6772,"hsa:6772"
"4589","STAT2",6773,"hsa:6773"
"4590","STAT3",6774,"hsa:6774"
"4591","STAT4",6775,"hsa:6775"
"4592","STAT5A",6776,"hsa:6776"
"4593","STAT5B",6777,"hsa:6777"
"4594","STAT6",6778,"hsa:6778"
"4595","STATH",6779,"hsa:6779"
"4596","STAU1",6780,"hsa:6780"
"4597","STC1",6781,"hsa:6781"
"4598","HSPA13",6782,"hsa:6782"
"4599","SULT1E1",6783,"hsa:6783"
"4600","ELOVL4",6785,"hsa:6785"
"4601","STIM1",6786,"hsa:6786"
"4602","NEK4",6787,"hsa:6787"
"4603","STK3",6788,"hsa:6788"
"4604","STK4",6789,"hsa:6789"
"4605","AURKA",6790,"hsa:6790"
"4606","CDKL5",6792,"hsa:6792"
"4607","STK10",6793,"hsa:6793"
"4608","STK11",6794,"hsa:6794"
"4609","AURKC",6795,"hsa:6795"
"4610","SULT1A2",6799,"hsa:6799"
"4611","STRN",6801,"hsa:6801"
"4612","STX1A",6804,"hsa:6804"
"4613","STX3",6809,"hsa:6809"
"4614","STX4",6810,"hsa:6810"
"4615","STX5",6811,"hsa:6811"
"4616","STXBP1",6812,"hsa:6812"
"4617","STXBP2",6813,"hsa:6813"
"4618","STXBP3",6814,"hsa:6814"
"4619","STYX",6815,"hsa:6815"
"4620","SULT1A1",6817,"hsa:6817"
"4621","SULT1A3",6818,"hsa:6818"
"4622","SULT1C2",6819,"hsa:6819"
"4623","SULT2B1",6820,"hsa:6820"
"4624","SUOX",6821,"hsa:6821"
"4625","SULT2A1",6822,"hsa:6822"
"4626","SUPT4H1",6827,"hsa:6827"
"4627","SUPT5H",6829,"hsa:6829"
"4628","SUPT6H",6830,"hsa:6830"
"4629","SUPV3L1",6832,"hsa:6832"
"4630","ABCC8",6833,"hsa:6833"
"4631","SURF1",6834,"hsa:6834"
"4632","SURF2",6835,"hsa:6835"
"4633","SURF4",6836,"hsa:6836"
"4634","MED22",6837,"hsa:6837"
"4635","SURF6",6838,"hsa:6838"
"4636","SUV39H1",6839,"hsa:6839"
"4637","SVIL",6840,"hsa:6840"
"4638","VAMP1",6843,"hsa:6843"
"4639","VAMP2",6844,"hsa:6844"
"4640","VAMP7",6845,"hsa:6845"
"4641","XCL2",6846,"hsa:6846"
"4642","SYCP1",6847,"hsa:6847"
"4643","SYK",6850,"hsa:6850"
"4644","SYN1",6853,"hsa:6853"
"4645","SYN2",6854,"hsa:6854"
"4646","SYP",6855,"hsa:6855"
"4647","SYT1",6857,"hsa:6857"
"4648","SYT4",6860,"hsa:6860"
"4649","SYT5",6861,"hsa:6861"
"4650","TBXT",6862,"hsa:6862"
"4651","TAC1",6863,"hsa:6863"
"4652","TACR2",6865,"hsa:6865"
"4653","TAC3",6866,"hsa:6866"
"4654","TACC1",6867,"hsa:6867"
"4655","ADAM17",6868,"hsa:6868"
"4656","TACR1",6869,"hsa:6869"
"4657","TACR3",6870,"hsa:6870"
"4658","TADA2A",6871,"hsa:6871"
"4659","TAF1",6872,"hsa:6872"
"4660","TAF2",6873,"hsa:6873"
"4661","TAF4",6874,"hsa:6874"
"4662","TAF4B",6875,"hsa:6875"
"4663","TAGLN",6876,"hsa:6876"
"4664","TAF5",6877,"hsa:6877"
"4665","TAF6",6878,"hsa:6878"
"4666","TAF7",6879,"hsa:6879"
"4667","TAF9",6880,"hsa:6880"
"4668","TAF10",6881,"hsa:6881"
"4669","TAF11",6882,"hsa:6882"
"4670","TAF12",6883,"hsa:6883"
"4671","TAF13",6884,"hsa:6884"
"4672","MAP3K7",6885,"hsa:6885"
"4673","TAL1",6886,"hsa:6886"
"4674","TAL2",6887,"hsa:6887"
"4675","TALDO1",6888,"hsa:6888"
"4676","TAP1",6890,"hsa:6890"
"4677","TAP2",6891,"hsa:6891"
"4678","TAPBP",6892,"hsa:6892"
"4679","TARBP1",6894,"hsa:6894"
"4680","TARBP2",6895,"hsa:6895"
"4681","TARS",6897,"hsa:6897"
"4682","TAT",6898,"hsa:6898"
"4683","TBX1",6899,"hsa:6899"
"4684","CNTN2",6900,"hsa:6900"
"4685","TAZ",6901,"hsa:6901"
"4686","TBCA",6902,"hsa:6902"
"4687","TBCC",6903,"hsa:6903"
"4688","TBCD",6904,"hsa:6904"
"4689","TBCE",6905,"hsa:6905"
"4690","SERPINA7",6906,"hsa:6906"
"4691","TBL1X",6907,"hsa:6907"
"4692","TBP",6908,"hsa:6908"
"4693","TBX2",6909,"hsa:6909"
"4694","TBX5",6910,"hsa:6910"
"4695","TBX6",6911,"hsa:6911"
"4696","TBX15",6913,"hsa:6913"
"4697","TBXA2R",6915,"hsa:6915"
"4698","TBXAS1",6916,"hsa:6916"
"4699","TCEA1",6917,"hsa:6917"
"4700","TCEA2",6919,"hsa:6919"
"4701","TCEA3",6920,"hsa:6920"
"4702","ELOC",6921,"hsa:6921"
"4703","ELOB",6923,"hsa:6923"
"4704","ELOA",6924,"hsa:6924"
"4705","TCF4",6925,"hsa:6925"
"4706","TBX3",6926,"hsa:6926"
"4707","HNF1A",6927,"hsa:6927"
"4708","HNF1B",6928,"hsa:6928"
"4709","TCF3",6929,"hsa:6929"
"4710","TCF7",6932,"hsa:6932"
"4711","TCF7L2",6934,"hsa:6934"
"4712","ZEB1",6935,"hsa:6935"
"4713","GCFC2",6936,"hsa:6936"
"4714","TCF12",6938,"hsa:6938"
"4715","TCF15",6939,"hsa:6939"
"4716","ZNF354A",6940,"hsa:6940"
"4717","TCF19",6941,"hsa:6941"
"4718","TCF20",6942,"hsa:6942"
"4719","TCF21",6943,"hsa:6943"
"4720","VPS72",6944,"hsa:6944"
"4721","MLX",6945,"hsa:6945"
"4722","TCN1",6947,"hsa:6947"
"4723","TCN2",6948,"hsa:6948"
"4724","TCOF1",6949,"hsa:6949"
"4725","TCP1",6950,"hsa:6950"
"4726","TCP10",6953,"hsa:6953"
"4727","TCP11",6954,"hsa:6954"
"4728","TRA",6955,"hsa:6955"
"4729","TRB",6957,"hsa:6957"
"4730","TRD",6964,"hsa:6964"
"4731","TRG",6965,"hsa:6965"
"4732","TECTB",6975,"hsa:6975"
"4733","TCTA",6988,"hsa:6988"
"4734","DYNLT3",6990,"hsa:6990"
"4735","TCTE3",6991,"hsa:6991"
"4736","PPP1R11",6992,"hsa:6992"
"4737","DYNLT1",6993,"hsa:6993"
"4738","TDG",6996,"hsa:6996"
"4739","TDGF1",6997,"hsa:6997"
"4740","TDO2",6999,"hsa:6999"
"4741","PRDX2",7001,"hsa:7001"
"4742","TEAD1",7003,"hsa:7003"
"4743","TEAD4",7004,"hsa:7004"
"4744","TEAD3",7005,"hsa:7005"
"4745","TEC",7006,"hsa:7006"
"4746","TECTA",7007,"hsa:7007"
"4747","TEF",7008,"hsa:7008"
"4748","TMBIM6",7009,"hsa:7009"
"4749","TEK",7010,"hsa:7010"
"4750","TEP1",7011,"hsa:7011"
"4751","TERF1",7013,"hsa:7013"
"4752","TERF2",7014,"hsa:7014"
"4753","TESK1",7016,"hsa:7016"
"4754","TF",7018,"hsa:7018"
"4755","TFAM",7019,"hsa:7019"
"4756","TFAP2A",7020,"hsa:7020"
"4757","TFAP2B",7021,"hsa:7021"
"4758","TFAP2C",7022,"hsa:7022"
"4759","TFAP4",7023,"hsa:7023"
"4760","TFCP2",7024,"hsa:7024"
"4761","NR2F1",7025,"hsa:7025"
"4762","NR2F2",7026,"hsa:7026"
"4763","TFDP1",7027,"hsa:7027"
"4764","TFDP2",7029,"hsa:7029"
"4765","TFE3",7030,"hsa:7030"
"4766","TFF1",7031,"hsa:7031"
"4767","TFF2",7032,"hsa:7032"
"4768","TFF3",7033,"hsa:7033"
"4769","TFPI",7035,"hsa:7035"
"4770","TFR2",7036,"hsa:7036"
"4771","TFRC",7037,"hsa:7037"
"4772","TG",7038,"hsa:7038"
"4773","TGFA",7039,"hsa:7039"
"4774","TGFB1",7040,"hsa:7040"
"4775","TGFB1I1",7041,"hsa:7041"
"4776","TGFB2",7042,"hsa:7042"
"4777","TGFB3",7043,"hsa:7043"
"4778","LEFTY2",7044,"hsa:7044"
"4779","TGFBI",7045,"hsa:7045"
"4780","TGFBR1",7046,"hsa:7046"
"4781","TGM4",7047,"hsa:7047"
"4782","TGFBR2",7048,"hsa:7048"
"4783","TGFBR3",7049,"hsa:7049"
"4784","TGIF1",7050,"hsa:7050"
"4785","TGM1",7051,"hsa:7051"
"4786","TGM2",7052,"hsa:7052"
"4787","TGM3",7053,"hsa:7053"
"4788","TH",7054,"hsa:7054"
"4789","THBD",7056,"hsa:7056"
"4790","THBS1",7057,"hsa:7057"
"4791","THBS2",7058,"hsa:7058"
"4792","THBS3",7059,"hsa:7059"
"4793","THBS4",7060,"hsa:7060"
"4794","TCHH",7062,"hsa:7062"
"4795","THOP1",7064,"hsa:7064"
"4796","THPO",7066,"hsa:7066"
"4797","THRA",7067,"hsa:7067"
"4798","THRB",7068,"hsa:7068"
"4799","THRSP",7069,"hsa:7069"
"4800","THY1",7070,"hsa:7070"
"4801","KLF10",7071,"hsa:7071"
"4802","TIA1",7072,"hsa:7072"
"4803","TIAL1",7073,"hsa:7073"
"4804","TIAM1",7074,"hsa:7074"
"4805","TIE1",7075,"hsa:7075"
"4806","TIMP1",7076,"hsa:7076"
"4807","TIMP2",7077,"hsa:7077"
"4808","TIMP3",7078,"hsa:7078"
"4809","TIMP4",7079,"hsa:7079"
"4810","NKX2-1",7080,"hsa:7080"
"4811","TJP1",7082,"hsa:7082"
"4812","TK1",7083,"hsa:7083"
"4813","TK2",7084,"hsa:7084"
"4814","TKT",7086,"hsa:7086"
"4815","ICAM5",7087,"hsa:7087"
"4816","TLE1",7088,"hsa:7088"
"4817","TLE2",7089,"hsa:7089"
"4818","TLE3",7090,"hsa:7090"
"4819","TLE4",7091,"hsa:7091"
"4820","TLL1",7092,"hsa:7092"
"4821","TLL2",7093,"hsa:7093"
"4822","TLN1",7094,"hsa:7094"
"4823","SEC62",7095,"hsa:7095"
"4824","TLR1",7096,"hsa:7096"
"4825","TLR2",7097,"hsa:7097"
"4826","TLR3",7098,"hsa:7098"
"4827","TLR4",7099,"hsa:7099"
"4828","TLR5",7100,"hsa:7100"
"4829","NR2E1",7101,"hsa:7101"
"4830","TSPAN7",7102,"hsa:7102"
"4831","TSPAN8",7103,"hsa:7103"
"4832","TM4SF4",7104,"hsa:7104"
"4833","TSPAN6",7105,"hsa:7105"
"4834","GPR137B",7107,"hsa:7107"
"4835","TM7SF2",7108,"hsa:7108"
"4836","TRAPPC10",7109,"hsa:7109"
"4837","TMF1",7110,"hsa:7110"
"4838","TMOD1",7111,"hsa:7111"
"4839","TMPO",7112,"hsa:7112"
"4840","TMSB4X",7114,"hsa:7114"
"4841","CLDN5",7122,"hsa:7122"
"4842","CLEC3B",7123,"hsa:7123"
"4843","TNF",7124,"hsa:7124"
"4844","TNNC2",7125,"hsa:7125"
"4845","TNFAIP1",7126,"hsa:7126"
"4846","TNFAIP2",7127,"hsa:7127"
"4847","TNFAIP3",7128,"hsa:7128"
"4848","TNFAIP6",7130,"hsa:7130"
"4849","TNFRSF1A",7132,"hsa:7132"
"4850","TNFRSF1B",7133,"hsa:7133"
"4851","TNNC1",7134,"hsa:7134"
"4852","TNNI1",7135,"hsa:7135"
"4853","TNNI2",7136,"hsa:7136"
"4854","TNNI3",7137,"hsa:7137"
"4855","TNNT1",7138,"hsa:7138"
"4856","TNNT2",7139,"hsa:7139"
"4857","TNNT3",7140,"hsa:7140"
"4858","TNP1",7141,"hsa:7141"
"4859","TNP2",7142,"hsa:7142"
"4860","TNR",7143,"hsa:7143"
"4861","TNS1",7145,"hsa:7145"
"4862","TNXB",7148,"hsa:7148"
"4863","TOP1",7150,"hsa:7150"
"4864","TOP2A",7153,"hsa:7153"
"4865","TOP2B",7155,"hsa:7155"
"4866","TOP3A",7156,"hsa:7156"
"4867","TP53",7157,"hsa:7157"
"4868","TP53BP1",7158,"hsa:7158"
"4869","TP53BP2",7159,"hsa:7159"
"4870","TP73",7161,"hsa:7161"
"4871","TPBG",7162,"hsa:7162"
"4872","TPD52",7163,"hsa:7163"
"4873","TPD52L2",7165,"hsa:7165"
"4874","TPH1",7166,"hsa:7166"
"4875","TPI1",7167,"hsa:7167"
"4876","TPM1",7168,"hsa:7168"
"4877","TPM2",7169,"hsa:7169"
"4878","TPM3",7170,"hsa:7170"
"4879","TPM4",7171,"hsa:7171"
"4880","TPMT",7172,"hsa:7172"
"4881","TPO",7173,"hsa:7173"
"4882","TPP2",7174,"hsa:7174"
"4883","TPR",7175,"hsa:7175"
"4884","TPSAB1",7177,"hsa:7177"
"4885","TPT1",7178,"hsa:7178"
"4886","TPTE",7179,"hsa:7179"
"4887","CRISP2",7180,"hsa:7180"
"4888","NR2C1",7181,"hsa:7181"
"4889","NR2C2",7182,"hsa:7182"
"4890","HSP90B1",7184,"hsa:7184"
"4891","TRAF1",7185,"hsa:7185"
"4892","TRAF2",7186,"hsa:7186"
"4893","TRAF3",7187,"hsa:7187"
"4894","TRAF5",7188,"hsa:7188"
"4895","TRAF6",7189,"hsa:7189"
"4896","TRH",7200,"hsa:7200"
"4897","TRHR",7201,"hsa:7201"
"4898","CCT3",7203,"hsa:7203"
"4899","TRIO",7204,"hsa:7204"
"4900","TRIP6",7205,"hsa:7205"
"4901","TRO",7216,"hsa:7216"
"4902","TRPC1",7220,"hsa:7220"
"4903","TRPC3",7222,"hsa:7222"
"4904","TRPC4",7223,"hsa:7223"
"4905","TRPC5",7224,"hsa:7224"
"4906","TRPC6",7225,"hsa:7225"
"4907","TRPM2",7226,"hsa:7226"
"4908","TRPS1",7227,"hsa:7227"
"4909","TSN",7247,"hsa:7247"
"4910","TSC2",7249,"hsa:7249"
"4911","TSG101",7251,"hsa:7251"
"4912","TSHB",7252,"hsa:7252"
"4913","TSHR",7253,"hsa:7253"
"4914","TSNAX",7257,"hsa:7257"
"4915","TSPY1",7258,"hsa:7258"
"4916","TSPYL1",7259,"hsa:7259"
"4917","EIPR1",7260,"hsa:7260"
"4918","PHLDA2",7262,"hsa:7262"
"4919","TST",7263,"hsa:7263"
"4920","TSTA3",7264,"hsa:7264"
"4921","TTC1",7265,"hsa:7265"
"4922","DNAJC7",7266,"hsa:7266"
"4923","TTC3",7267,"hsa:7267"
"4924","TTC4",7268,"hsa:7268"
"4925","TTF1",7270,"hsa:7270"
"4926","TTK",7272,"hsa:7272"
"4927","TTN",7273,"hsa:7273"
"4928","TTPA",7274,"hsa:7274"
"4929","TUB",7275,"hsa:7275"
"4930","TTR",7276,"hsa:7276"
"4931","TUBA4A",7277,"hsa:7277"
"4932","TUBA3C",7278,"hsa:7278"
"4933","TUBB2A",7280,"hsa:7280"
"4934","TUBG1",7283,"hsa:7283"
"4935","TUFM",7284,"hsa:7284"
"4936","TUFT1",7286,"hsa:7286"
"4937","TULP1",7287,"hsa:7287"
"4938","TULP2",7288,"hsa:7288"
"4939","TULP3",7289,"hsa:7289"
"4940","HIRA",7290,"hsa:7290"
