"","Approved.symbol","NCBI.Gene.ID","keggGene"
"1","A1BG",1,"hsa:1"
"2","A2M",2,"hsa:2"
"3","NAT1",9,"hsa:9"
"4","NAT2",10,"hsa:10"
"5","SERPINA3",12,"hsa:12"
"6","AADAC",13,"hsa:13"
"7","AAMP",14,"hsa:14"
"8","AANAT",15,"hsa:15"
"9","AARS",16,"hsa:16"
"10","ABAT",18,"hsa:18"
"11","ABCA1",19,"hsa:19"
"12","ABCA2",20,"hsa:20"
"13","ABCA3",21,"hsa:21"
"14","ABCB7",22,"hsa:22"
"15","ABCF1",23,"hsa:23"
"16","ABCA4",24,"hsa:24"
"17","ABL1",25,"hsa:25"
"18","AOC1",26,"hsa:26"
"19","ABL2",27,"hsa:27"
"20","ABO",28,"hsa:28"
"21","ABR",29,"hsa:29"
"22","ACAA1",30,"hsa:30"
"23","ACACA",31,"hsa:31"
"24","ACACB",32,"hsa:32"
"25","ACADL",33,"hsa:33"
"26","ACADM",34,"hsa:34"
"27","ACADS",35,"hsa:35"
"28","ACADSB",36,"hsa:36"
"29","ACADVL",37,"hsa:37"
"30","ACAT1",38,"hsa:38"
"31","ACAT2",39,"hsa:39"
"32","ASIC2",40,"hsa:40"
"33","ASIC1",41,"hsa:41"
"34","ACHE",43,"hsa:43"
"35","ACLY",47,"hsa:47"
"36","ACO1",48,"hsa:48"
"37","ACR",49,"hsa:49"
"38","ACO2",50,"hsa:50"
"39","ACOX1",51,"hsa:51"
"40","ACP1",52,"hsa:52"
"41","ACP2",53,"hsa:53"
"42","ACP5",54,"hsa:54"
"43","ACPP",55,"hsa:55"
"44","ACRV1",56,"hsa:56"
"45","ACTA1",58,"hsa:58"
"46","ACTA2",59,"hsa:59"
"47","ACTB",60,"hsa:60"
"48","ACTC1",70,"hsa:70"
"49","ACTG1",71,"hsa:71"
"50","ACTG2",72,"hsa:72"
"51","ACTN4",81,"hsa:81"
"52","ACTL6A",86,"hsa:86"
"53","ACTN1",87,"hsa:87"
"54","ACTN2",88,"hsa:88"
"55","ACTN3",89,"hsa:89"
"56","ACVR1",90,"hsa:90"
"57","ACVR1B",91,"hsa:91"
"58","ACVR2A",92,"hsa:92"
"59","ACVR2B",93,"hsa:93"
"60","ACVRL1",94,"hsa:94"
"61","ACY1",95,"hsa:95"
"62","ACYP1",97,"hsa:97"
"63","ACYP2",98,"hsa:98"
"64","ADA",100,"hsa:100"
"65","ADAM8",101,"hsa:101"
"66","ADAM10",102,"hsa:102"
"67","ADAR",103,"hsa:103"
"68","ADARB1",104,"hsa:104"
"69","ADARB2",105,"hsa:105"
"70","ADCY1",107,"hsa:107"
"71","ADCY2",108,"hsa:108"
"72","ADCY3",109,"hsa:109"
"73","ADCY5",111,"hsa:111"
"74","ADCY6",112,"hsa:112"
"75","ADCY7",113,"hsa:113"
"76","ADCY8",114,"hsa:114"
"77","ADCY9",115,"hsa:115"
"78","ADCYAP1",116,"hsa:116"
"79","ADCYAP1R1",117,"hsa:117"
"80","ADD1",118,"hsa:118"
"81","ADD2",119,"hsa:119"
"82","ADD3",120,"hsa:120"
"83","PLIN2",123,"hsa:123"
"84","ADH1A",124,"hsa:124"
"85","ADH1B",125,"hsa:125"
"86","ADH1C",126,"hsa:126"
"87","ADH4",127,"hsa:127"
"88","ADH5",128,"hsa:128"
"89","ADH6",130,"hsa:130"
"90","ADH7",131,"hsa:131"
"91","ADK",132,"hsa:132"
"92","ADM",133,"hsa:133"
"93","ADORA1",134,"hsa:134"
"94","ADORA2A",135,"hsa:135"
"95","ADORA2B",136,"hsa:136"
"96","ADORA3",140,"hsa:140"
"97","ADPRH",141,"hsa:141"
"98","PARP1",142,"hsa:142"
"99","PARP4",143,"hsa:143"
"100","ADRA1D",146,"hsa:146"
"101","ADRA1B",147,"hsa:147"
"102","ADRA1A",148,"hsa:148"
"103","ADRA2A",150,"hsa:150"
"104","ADRA2B",151,"hsa:151"
"105","ADRA2C",152,"hsa:152"
"106","ADRB1",153,"hsa:153"
"107","ADRB2",154,"hsa:154"
"108","ADRB3",155,"hsa:155"
"109","GRK2",156,"hsa:156"
"110","GRK3",157,"hsa:157"
"111","ADSL",158,"hsa:158"
"112","ADSS",159,"hsa:159"
"113","AP2A1",160,"hsa:160"
"114","AP2A2",161,"hsa:161"
"115","AP1B1",162,"hsa:162"
"116","AP2B1",163,"hsa:163"
"117","AP1G1",164,"hsa:164"
"118","AEBP1",165,"hsa:165"
"119","TLE5",166,"hsa:166"
"120","CRISP1",167,"hsa:167"
"121","AFM",173,"hsa:173"
"122","AFP",174,"hsa:174"
"123","AGA",175,"hsa:175"
"124","ACAN",176,"hsa:176"
"125","AGER",177,"hsa:177"
"126","AGL",178,"hsa:178"
"127","AGRP",181,"hsa:181"
"128","JAG1",182,"hsa:182"
"129","AGT",183,"hsa:183"
"130","AGTR1",185,"hsa:185"
"131","AGTR2",186,"hsa:186"
"132","APLNR",187,"hsa:187"
"133","AGXT",189,"hsa:189"
"134","NR0B1",190,"hsa:190"
"135","AHCY",191,"hsa:191"
"136","AHR",196,"hsa:196"
"137","AHSG",197,"hsa:197"
"138","AIF1",199,"hsa:199"
"139","CRYBG1",202,"hsa:202"
"140","AK1",203,"hsa:203"
"141","AK2",204,"hsa:204"
"142","AK4",205,"hsa:205"
"143","AKT1",207,"hsa:207"
"144","AKT2",208,"hsa:208"
"145","ALAD",210,"hsa:210"
"146","ALAS1",211,"hsa:211"
"147","ALAS2",212,"hsa:212"
"148","ALB",213,"hsa:213"
"149","ALCAM",214,"hsa:214"
"150","ABCD1",215,"hsa:215"
"151","ALDH1A1",216,"hsa:216"
"152","ALDH2",217,"hsa:217"
"153","ALDH3A1",218,"hsa:218"
"154","ALDH1B1",219,"hsa:219"
"155","ALDH1A3",220,"hsa:220"
"156","ALDH3B1",221,"hsa:221"
"157","ALDH3B2",222,"hsa:222"
"158","ALDH9A1",223,"hsa:223"
"159","ALDH3A2",224,"hsa:224"
"160","ABCD2",225,"hsa:225"
"161","ALDOA",226,"hsa:226"
"162","ALDOB",229,"hsa:229"
"163","ALDOC",230,"hsa:230"
"164","AKR1B1",231,"hsa:231"
"165","ALK",238,"hsa:238"
"166","ALOX12",239,"hsa:239"
"167","ALOX5",240,"hsa:240"
"168","ALOX5AP",241,"hsa:241"
"169","ALOX12B",242,"hsa:242"
"170","ALOX15",246,"hsa:246"
"171","ALOX15B",247,"hsa:247"
"172","ALPI",248,"hsa:248"
"173","ALPL",249,"hsa:249"
"174","ALPP",250,"hsa:250"
"175","ALPG",251,"hsa:251"
"176","ALX3",257,"hsa:257"
"177","AMBN",258,"hsa:258"
"178","AMBP",259,"hsa:259"
"179","AMD1",262,"hsa:262"
"180","AMELX",265,"hsa:265"
"181","AMELY",266,"hsa:266"
"182","AMFR",267,"hsa:267"
"183","AMH",268,"hsa:268"
"184","AMHR2",269,"hsa:269"
"185","AMPD1",270,"hsa:270"
"186","AMPD2",271,"hsa:271"
"187","AMPD3",272,"hsa:272"
"188","AMPH",273,"hsa:273"
"189","BIN1",274,"hsa:274"
"190","AMT",275,"hsa:275"
"191","AMY1A",276,"hsa:276"
"192","AMY1B",277,"hsa:277"
"193","AMY1C",278,"hsa:278"
"194","AMY2A",279,"hsa:279"
"195","AMY2B",280,"hsa:280"
"196","ANG",283,"hsa:283"
"197","ANGPT1",284,"hsa:284"
"198","ANGPT2",285,"hsa:285"
"199","ANK1",286,"hsa:286"
"200","ANK2",287,"hsa:287"
"201","ANK3",288,"hsa:288"
"202","ANPEP",290,"hsa:290"
"203","SLC25A4",291,"hsa:291"
"204","SLC25A5",292,"hsa:292"
"205","SLC25A6",293,"hsa:293"
"206","ANXA1",301,"hsa:301"
"207","ANXA2",302,"hsa:302"
"208","ANXA3",306,"hsa:306"
"209","ANXA4",307,"hsa:307"
"210","ANXA5",308,"hsa:308"
"211","ANXA6",309,"hsa:309"
"212","ANXA7",310,"hsa:310"
"213","ANXA11",311,"hsa:311"
"214","ANXA13",312,"hsa:312"
"215","AOAH",313,"hsa:313"
"216","AOC2",314,"hsa:314"
"217","AOX1",316,"hsa:316"
"218","APAF1",317,"hsa:317"
"219","NUDT2",318,"hsa:318"
"220","APOF",319,"hsa:319"
"221","APBA1",320,"hsa:320"
"222","APBA2",321,"hsa:321"
"223","APBB1",322,"hsa:322"
"224","APBB2",323,"hsa:323"
"225","APC",324,"hsa:324"
"226","APCS",325,"hsa:325"
"227","AIRE",326,"hsa:326"
"228","APEH",327,"hsa:327"
"229","APEX1",328,"hsa:328"
"230","BIRC2",329,"hsa:329"
"231","BIRC3",330,"hsa:330"
"232","XIAP",331,"hsa:331"
"233","BIRC5",332,"hsa:332"
"234","APLP1",333,"hsa:333"
"235","APLP2",334,"hsa:334"
"236","APOA1",335,"hsa:335"
"237","APOA2",336,"hsa:336"
"238","APOA4",337,"hsa:337"
"239","APOB",338,"hsa:338"
"240","APOBEC1",339,"hsa:339"
"241","APOC1",341,"hsa:341"
"242","AQP8",343,"hsa:343"
"243","APOC2",344,"hsa:344"
"244","APOC3",345,"hsa:345"
"245","APOC4",346,"hsa:346"
"246","APOD",347,"hsa:347"
"247","APOE",348,"hsa:348"
"248","APOH",350,"hsa:350"
"249","APP",351,"hsa:351"
"250","APRT",353,"hsa:353"
"251","KLK3",354,"hsa:354"
"252","FAS",355,"hsa:355"
"253","FASLG",356,"hsa:356"
"254","SHROOM2",357,"hsa:357"
"255","AQP1",358,"hsa:358"
"256","AQP2",359,"hsa:359"
"257","AQP3",360,"hsa:360"
"258","AQP4",361,"hsa:361"
"259","AQP5",362,"hsa:362"
"260","AQP6",363,"hsa:363"
"261","AQP7",364,"hsa:364"
"262","AQP9",366,"hsa:366"
"263","AR",367,"hsa:367"
"264","ABCC6",368,"hsa:368"
"265","ARAF",369,"hsa:369"
"266","ARCN1",372,"hsa:372"
"267","TRIM23",373,"hsa:373"
"268","AREG",374,"hsa:374"
"269","ARF1",375,"hsa:375"
"270","ARF3",377,"hsa:377"
"271","ARF4",378,"hsa:378"
"272","ARL4D",379,"hsa:379"
"273","ARF5",381,"hsa:381"
"274","ARF6",382,"hsa:382"
"275","ARG1",383,"hsa:383"
"276","ARG2",384,"hsa:384"
"277","RHOA",387,"hsa:387"
"278","RHOB",388,"hsa:388"
"279","RHOC",389,"hsa:389"
"280","RND3",390,"hsa:390"
"281","RHOG",391,"hsa:391"
"282","ARHGAP1",392,"hsa:392"
"283","ARHGAP4",393,"hsa:393"
"284","ARHGAP5",394,"hsa:394"
"285","ARHGAP6",395,"hsa:395"
"286","ARHGDIA",396,"hsa:396"
"287","ARHGDIB",397,"hsa:397"
"288","ARHGDIG",398,"hsa:398"
"289","RHOH",399,"hsa:399"
"290","ARL1",400,"hsa:400"
"291","PHOX2A",401,"hsa:401"
"292","ARL2",402,"hsa:402"
"293","ARL3",403,"hsa:403"
"294","ARNT",405,"hsa:405"
"295","ARNTL",406,"hsa:406"
"296","ARR3",407,"hsa:407"
"297","ARRB1",408,"hsa:408"
"298","ARRB2",409,"hsa:409"
"299","ARSA",410,"hsa:410"
"300","ARSB",411,"hsa:411"
"301","STS",412,"hsa:412"
"302","ARSD",414,"hsa:414"
"303","ARSE",415,"hsa:415"
"304","ARSF",416,"hsa:416"
"305","ART1",417,"hsa:417"
"306","ART3",419,"hsa:419"
"307","ART4",420,"hsa:420"
"308","ARVCF",421,"hsa:421"
"309","ASAH1",427,"hsa:427"
"310","ASCL1",429,"hsa:429"
"311","ASCL2",430,"hsa:430"
"312","ASGR1",432,"hsa:432"
"313","ASGR2",433,"hsa:433"
"314","ASIP",434,"hsa:434"
"315","ASL",435,"hsa:435"
"316","ASMT",438,"hsa:438"
"317","ASNA1",439,"hsa:439"
"318","ASNS",440,"hsa:440"
"319","ASPA",443,"hsa:443"
"320","ASPH",444,"hsa:444"
"321","ASS1",445,"hsa:445"
"322","ASTN1",460,"hsa:460"
"323","SERPINC1",462,"hsa:462"
"324","ZFHX3",463,"hsa:463"
"325","ATF1",466,"hsa:466"
"326","ATF3",467,"hsa:467"
"327","ATF4",468,"hsa:468"
"328","ATIC",471,"hsa:471"
"329","ATM",472,"hsa:472"
"330","RERE",473,"hsa:473"
"331","ATOH1",474,"hsa:474"
"332","ATOX1",475,"hsa:475"
"333","ATP1A1",476,"hsa:476"
"334","ATP1A2",477,"hsa:477"
"335","ATP1A3",478,"hsa:478"
"336","ATP12A",479,"hsa:479"
"337","ATP1A4",480,"hsa:480"
"338","ATP1B1",481,"hsa:481"
"339","ATP1B2",482,"hsa:482"
"340","ATP1B3",483,"hsa:483"
"341","FXYD2",486,"hsa:486"
"342","ATP2A1",487,"hsa:487"
"343","ATP2A2",488,"hsa:488"
"344","ATP2A3",489,"hsa:489"
"345","ATP2B1",490,"hsa:490"
"346","ATP2B2",491,"hsa:491"
"347","ATP2B3",492,"hsa:492"
"348","ATP2B4",493,"hsa:493"
"349","ATP4A",495,"hsa:495"
"350","ATP4B",496,"hsa:496"
"351","ATP5F1A",498,"hsa:498"
"352","ALDH7A1",501,"hsa:501"
"353","ATP5F1B",506,"hsa:506"
"354","ATP5F1C",509,"hsa:509"
"355","ATP5F1D",513,"hsa:513"
"356","ATP5F1E",514,"hsa:514"
"357","ATP5PB",515,"hsa:515"
"358","ATP5MC1",516,"hsa:516"
"359","ATP5MC2",517,"hsa:517"
"360","ATP5MC3",518,"hsa:518"
"361","ATP5ME",521,"hsa:521"
"362","ATP5PF",522,"hsa:522"
"363","ATP6V1A",523,"hsa:523"
"364","ATP6V1B1",525,"hsa:525"
"365","ATP6V1B2",526,"hsa:526"
"366","ATP6V0C",527,"hsa:527"
"367","ATP6V1C1",528,"hsa:528"
"368","ATP6V1E1",529,"hsa:529"
"369","ATP6V0B",533,"hsa:533"
"370","ATP6V1G2",534,"hsa:534"
"371","ATP6V0A1",535,"hsa:535"
"372","ATP6AP1",537,"hsa:537"
"373","ATP7A",538,"hsa:538"
"374","ATP5PO",539,"hsa:539"
"375","ATP7B",540,"hsa:540"
"376","ATR",545,"hsa:545"
"377","ATRX",546,"hsa:546"
"378","KIF1A",547,"hsa:547"
"379","AUH",549,"hsa:549"
"380","AUP1",550,"hsa:550"
"381","AVP",551,"hsa:551"
"382","AVPR1A",552,"hsa:552"
"383","AVPR1B",553,"hsa:553"
"384","AVPR2",554,"hsa:554"
"385","AXL",558,"hsa:558"
"386","AZGP1",563,"hsa:563"
"387","AZU1",566,"hsa:566"
"388","B2M",567,"hsa:567"
"389","BAAT",570,"hsa:570"
"390","BACH1",571,"hsa:571"
"391","BAD",572,"hsa:572"
"392","BAG1",573,"hsa:573"
"393","BAGE",574,"hsa:574"
"394","ADGRB1",575,"hsa:575"
"395","ADGRB2",576,"hsa:576"
"396","ADGRB3",577,"hsa:577"
"397","BAK1",578,"hsa:578"
"398","NKX3-2",579,"hsa:579"
"399","BARD1",580,"hsa:580"
"400","BAX",581,"hsa:581"
"401","BBS1",582,"hsa:582"
"402","BBS2",583,"hsa:583"
"403","BBS4",585,"hsa:585"
"404","BCAT1",586,"hsa:586"
"405","BCAT2",587,"hsa:587"
"406","BCHE",590,"hsa:590"
"407","BCKDHA",593,"hsa:593"
"408","BCKDHB",594,"hsa:594"
"409","CCND1",595,"hsa:595"
"410","BCL2",596,"hsa:596"
"411","BCL2A1",597,"hsa:597"
"412","BCL2L1",598,"hsa:598"
"413","BCL2L2",599,"hsa:599"
"414","BCL3",602,"hsa:602"
"415","BCL6",604,"hsa:604"
"416","BCL7A",605,"hsa:605"
"417","BCL9",607,"hsa:607"
"418","TNFRSF17",608,"hsa:608"
"419","HCN2",610,"hsa:610"
"420","OPN1SW",611,"hsa:611"
"421","BCR",613,"hsa:613"
"422","BCS1L",617,"hsa:617"
"423","BDH1",622,"hsa:622"
"424","BDKRB1",623,"hsa:623"
"425","BDKRB2",624,"hsa:624"
"426","BDNF",627,"hsa:627"
"427","CFB",629,"hsa:629"
"428","BFSP1",631,"hsa:631"
"429","BGLAP",632,"hsa:632"
"430","BGN",633,"hsa:633"
"431","CEACAM1",634,"hsa:634"
"432","BHMT",635,"hsa:635"
"433","BICD1",636,"hsa:636"
"434","BID",637,"hsa:637"
"435","BIK",638,"hsa:638"
"436","PRDM1",639,"hsa:639"
"437","BLK",640,"hsa:640"
"438","BLM",641,"hsa:641"
"439","BLMH",642,"hsa:642"
"440","CXCR5",643,"hsa:643"
"441","BLVRA",644,"hsa:644"
"442","BLVRB",645,"hsa:645"
"443","BNC1",646,"hsa:646"
"444","BMI1",648,"hsa:648"
"445","BMP1",649,"hsa:649"
"446","BMP2",650,"hsa:650"
"447","BMP3",651,"hsa:651"
"448","BMP4",652,"hsa:652"
"449","BMP5",653,"hsa:653"
"450","BMP6",654,"hsa:654"
"451","BMP7",655,"hsa:655"
"452","BMP8B",656,"hsa:656"
"453","BMPR1A",657,"hsa:657"
"454","BMPR1B",658,"hsa:658"
"455","BMPR2",659,"hsa:659"
"456","BMX",660,"hsa:660"
"457","POLR3D",661,"hsa:661"
"458","BNIP1",662,"hsa:662"
"459","BNIP2",663,"hsa:663"
"460","BNIP3",664,"hsa:664"
"461","BNIP3L",665,"hsa:665"
"462","BOK",666,"hsa:666"
"463","DST",667,"hsa:667"
"464","FOXL2",668,"hsa:668"
"465","BPGM",669,"hsa:669"
"466","BPHL",670,"hsa:670"
"467","BPI",671,"hsa:671"
"468","BRCA1",672,"hsa:672"
"469","BRAF",673,"hsa:673"
"470","BRCA2",675,"hsa:675"
"471","BRDT",676,"hsa:676"
"472","ZFP36L1",677,"hsa:677"
"473","ZFP36L2",678,"hsa:678"
"474","BRS3",680,"hsa:680"
"475","BSG",682,"hsa:682"
"476","BST1",683,"hsa:683"
"477","BST2",684,"hsa:684"
"478","BTC",685,"hsa:685"
"479","BTD",686,"hsa:686"
"480","KLF9",687,"hsa:687"
"481","KLF5",688,"hsa:688"
"482","BTF3",689,"hsa:689"
"483","BTG1",694,"hsa:694"
"484","BTK",695,"hsa:695"
"485","BTN1A1",696,"hsa:696"
"486","BUB1",699,"hsa:699"
"487","BUB1B",701,"hsa:701"
"488","BYSL",705,"hsa:705"
"489","TSPO",706,"hsa:706"
"490","C1QBP",708,"hsa:708"
"491","SERPING1",710,"hsa:710"
"492","C1QA",712,"hsa:712"
"493","C1QB",713,"hsa:713"
"494","C1QC",714,"hsa:714"
"495","C1R",715,"hsa:715"
"496","C1S",716,"hsa:716"
"497","C2",717,"hsa:717"
"498","C3",718,"hsa:718"
"499","C3AR1",719,"hsa:719"
"500","C4A",720,"hsa:720"
"501","C4B",721,"hsa:721"
"502","C4BPA",722,"hsa:722"
"503","C4BPB",725,"hsa:725"
"504","CAPN5",726,"hsa:726"
"505","C5",727,"hsa:727"
"506","C5AR1",728,"hsa:728"
"507","C6",729,"hsa:729"
"508","C7",730,"hsa:730"
"509","C8A",731,"hsa:731"
"510","C8B",732,"hsa:732"
"511","C8G",733,"hsa:733"
"512","OSGIN2",734,"hsa:734"
"513","C9",735,"hsa:735"
"514","VPS51",738,"hsa:738"
"515","MRPL49",740,"hsa:740"
"516","ZNHIT2",741,"hsa:741"
"517","MPPED2",744,"hsa:744"
"518","MYRF",745,"hsa:745"
"519","TMEM258",746,"hsa:746"
"520","DAGLA",747,"hsa:747"
"521","FMNL1",752,"hsa:752"
"522","LDLRAD4",753,"hsa:753"
"523","PTTG1IP",754,"hsa:754"
"524","CFAP410",755,"hsa:755"
"525","TMEM50B",757,"hsa:757"
"526","MPPED1",758,"hsa:758"
"527","CA1",759,"hsa:759"
"528","CA2",760,"hsa:760"
"529","CA3",761,"hsa:761"
"530","CA4",762,"hsa:762"
"531","CA5A",763,"hsa:763"
"532","CA6",765,"hsa:765"
"533","CA7",766,"hsa:766"
"534","CA8",767,"hsa:767"
"535","CA9",768,"hsa:768"
"536","CA11",770,"hsa:770"
"537","CA12",771,"hsa:771"
"538","CACNA1A",773,"hsa:773"
"539","CACNA1B",774,"hsa:774"
"540","CACNA1C",775,"hsa:775"
"541","CACNA1D",776,"hsa:776"
"542","CACNA1E",777,"hsa:777"
"543","CACNA1F",778,"hsa:778"
"544","CACNA1S",779,"hsa:779"
"545","DDR1",780,"hsa:780"
"546","CACNA2D1",781,"hsa:781"
"547","CACNB1",782,"hsa:782"
"548","CACNB2",783,"hsa:783"
"549","CACNB3",784,"hsa:784"
"550","CACNB4",785,"hsa:785"
"551","CACNG1",786,"hsa:786"
"552","SLC25A20",788,"hsa:788"
"553","CAD",790,"hsa:790"
"554","CALB1",793,"hsa:793"
"555","CALB2",794,"hsa:794"
"556","S100G",795,"hsa:795"
"557","CALCA",796,"hsa:796"
"558","CALCB",797,"hsa:797"
"559","CALCR",799,"hsa:799"
"560","CALD1",800,"hsa:800"
"561","CALM1",801,"hsa:801"
"562","CALM2",805,"hsa:805"
"563","CALM3",808,"hsa:808"
"564","CALML3",810,"hsa:810"
"565","CALR",811,"hsa:811"
"566","CALU",813,"hsa:813"
"567","CAMK4",814,"hsa:814"
"568","CAMK2A",815,"hsa:815"
"569","CAMK2B",816,"hsa:816"
"570","CAMK2D",817,"hsa:817"
"571","CAMK2G",818,"hsa:818"
"572","CAMLG",819,"hsa:819"
"573","CAMP",820,"hsa:820"
"574","CANX",821,"hsa:821"
"575","CAPG",822,"hsa:822"
"576","CAPN1",823,"hsa:823"
"577","CAPN2",824,"hsa:824"
"578","CAPN3",825,"hsa:825"
"579","CAPNS1",826,"hsa:826"
"580","CAPN6",827,"hsa:827"
"581","CAPS",828,"hsa:828"
"582","CAPZA1",829,"hsa:829"
"583","CAPZA2",830,"hsa:830"
"584","CAST",831,"hsa:831"
"585","CAPZB",832,"hsa:832"
"586","CARS",833,"hsa:833"
"587","CASP1",834,"hsa:834"
"588","CASP2",835,"hsa:835"
"589","CASP3",836,"hsa:836"
"590","CASP4",837,"hsa:837"
"591","CASP5",838,"hsa:838"
"592","CASP6",839,"hsa:839"
"593","CASP7",840,"hsa:840"
"594","CASP8",841,"hsa:841"
"595","CASP9",842,"hsa:842"
"596","CASP10",843,"hsa:843"
"597","CASQ1",844,"hsa:844"
"598","CASQ2",845,"hsa:845"
"599","CASR",846,"hsa:846"
"600","CAT",847,"hsa:847"
"601","CAV1",857,"hsa:857"
"602","CAV2",858,"hsa:858"
"603","CAV3",859,"hsa:859"
"604","RUNX2",860,"hsa:860"
"605","RUNX1",861,"hsa:861"
"606","RUNX1T1",862,"hsa:862"
"607","CBFA2T3",863,"hsa:863"
"608","RUNX3",864,"hsa:864"
"609","CBFB",865,"hsa:865"
"610","SERPINA6",866,"hsa:866"
"611","CBL",867,"hsa:867"
"612","CBLB",868,"hsa:868"
"613","CBLN1",869,"hsa:869"
"614","SERPINH1",871,"hsa:871"
"615","CBR1",873,"hsa:873"
"616","CBR3",874,"hsa:874"
"617","CBS",875,"hsa:875"
"618","CCIN",881,"hsa:881"
"619","KYAT1",883,"hsa:883"
"620","CCK",885,"hsa:885"
"621","CCKAR",886,"hsa:886"
"622","CCKBR",887,"hsa:887"
"623","KRIT1",889,"hsa:889"
"624","CCNA2",890,"hsa:890"
"625","CCNB1",891,"hsa:891"
"626","CCNC",892,"hsa:892"
"627","CCND2",894,"hsa:894"
"628","CCND3",896,"hsa:896"
"629","CCNE1",898,"hsa:898"
"630","CCNF",899,"hsa:899"
"631","CCNG1",900,"hsa:900"
"632","CCNG2",901,"hsa:901"
"633","CCNH",902,"hsa:902"
"634","CCNT1",904,"hsa:904"
"635","CCNT2",905,"hsa:905"
"636","CCT6A",908,"hsa:908"
"637","CD1A",909,"hsa:909"
"638","CD1B",910,"hsa:910"
"639","CD1C",911,"hsa:911"
"640","CD1D",912,"hsa:912"
"641","CD1E",913,"hsa:913"
"642","CD2",914,"hsa:914"
"643","CD3D",915,"hsa:915"
"644","CD3E",916,"hsa:916"
"645","CD3G",917,"hsa:917"
"646","CD247",919,"hsa:919"
"647","CD4",920,"hsa:920"
"648","CD5",921,"hsa:921"
"649","CD5L",922,"hsa:922"
"650","CD6",923,"hsa:923"
"651","CD7",924,"hsa:924"
"652","CD8A",925,"hsa:925"
"653","CD8B",926,"hsa:926"
"654","CD8B2",927,"hsa:927"
"655","CD9",928,"hsa:928"
"656","CD14",929,"hsa:929"
"657","CD19",930,"hsa:930"
"658","MS4A1",931,"hsa:931"
"659","MS4A3",932,"hsa:932"
"660","CD22",933,"hsa:933"
"661","CD27",939,"hsa:939"
"662","CD28",940,"hsa:940"
"663","CD80",941,"hsa:941"
"664","CD86",942,"hsa:942"
"665","TNFRSF8",943,"hsa:943"
"666","TNFSF8",944,"hsa:944"
"667","CD33",945,"hsa:945"
"668","SIGLEC6",946,"hsa:946"
"669","CD34",947,"hsa:947"
"670","CD36",948,"hsa:948"
"671","SCARB1",949,"hsa:949"
"672","SCARB2",950,"hsa:950"
"673","CD37",951,"hsa:951"
"674","CD38",952,"hsa:952"
"675","ENTPD1",953,"hsa:953"
"676","ENTPD2",954,"hsa:954"
"677","ENTPD3",956,"hsa:956"
"678","ENTPD5",957,"hsa:957"
"679","CD40",958,"hsa:958"
"680","CD40LG",959,"hsa:959"
"681","CD44",960,"hsa:960"
"682","CD47",961,"hsa:961"
"683","CD48",962,"hsa:962"
"684","CD53",963,"hsa:963"
"685","CD58",965,"hsa:965"
"686","CD59",966,"hsa:966"
"687","CD63",967,"hsa:967"
"688","CD68",968,"hsa:968"
"689","CD69",969,"hsa:969"
"690","CD70",970,"hsa:970"
"691","CD72",971,"hsa:971"
"692","CD74",972,"hsa:972"
"693","CD79A",973,"hsa:973"
"694","CD79B",974,"hsa:974"
"695","CD81",975,"hsa:975"
"696","ADGRE5",976,"hsa:976"
"697","CD151",977,"hsa:977"
"698","CDA",978,"hsa:978"
"699","CDK1",983,"hsa:983"
"700","CDK11B",984,"hsa:984"
"701","LRBA",987,"hsa:987"
"702","CDC5L",988,"hsa:988"
"703","SEPTIN7",989,"hsa:989"
"704","CDC6",990,"hsa:990"
"705","CDC20",991,"hsa:991"
"706","CDC25A",993,"hsa:993"
"707","CDC25B",994,"hsa:994"
"708","CDC25C",995,"hsa:995"
"709","CDC27",996,"hsa:996"
"710","CDC34",997,"hsa:997"
"711","CDC42",998,"hsa:998"
"712","CDH1",999,"hsa:999"
"713","CDH2",1000,"hsa:1000"
"714","CDH3",1001,"hsa:1001"
"715","CDH4",1002,"hsa:1002"
"716","CDH5",1003,"hsa:1003"
"717","CDH6",1004,"hsa:1004"
"718","CDH7",1005,"hsa:1005"
"719","CDH8",1006,"hsa:1006"
"720","CDH9",1007,"hsa:1007"
"721","CDH10",1008,"hsa:1008"
"722","CDH11",1009,"hsa:1009"
"723","CDH12",1010,"hsa:1010"
"724","CDH13",1012,"hsa:1012"
"725","CDH15",1013,"hsa:1013"
"726","CDH16",1014,"hsa:1014"
"727","CDH17",1015,"hsa:1015"
"728","CDH18",1016,"hsa:1016"
"729","CDK2",1017,"hsa:1017"
"730","CDK3",1018,"hsa:1018"
"731","CDK4",1019,"hsa:1019"
"732","CDK5",1020,"hsa:1020"
"733","CDK6",1021,"hsa:1021"
"734","CDK7",1022,"hsa:1022"
"735","CDK8",1024,"hsa:1024"
"736","CDK9",1025,"hsa:1025"
"737","CDKN1A",1026,"hsa:1026"
"738","CDKN1B",1027,"hsa:1027"
"739","CDKN1C",1028,"hsa:1028"
"740","CDKN2A",1029,"hsa:1029"
"741","CDKN2B",1030,"hsa:1030"
"742","CDKN2C",1031,"hsa:1031"
"743","CDKN2D",1032,"hsa:1032"
"744","CDKN3",1033,"hsa:1033"
"745","CDO1",1036,"hsa:1036"
"746","CDR1",1038,"hsa:1038"
"747","CDR2",1039,"hsa:1039"
"748","CDS1",1040,"hsa:1040"
"749","CDSN",1041,"hsa:1041"
"750","CD52",1043,"hsa:1043"
