"","Approved.symbol","NCBI.Gene.ID","keggGene"
"4641","Nalcn",266760,"rno:266760"
"4642","Zfp161",282825,"rno:282825"
"4643","Sbk1",113907,"rno:113907"
"4644","Cd86",56822,"rno:56822"
"4645","Fibp",282837,"rno:282837"
"4646","Sdr9c7",259235,"rno:259235"
"4647","Klhl12",266772,"rno:266772"
"4648","Vps54",286932,"rno:286932"
"4649","Cyp4x1",246767,"rno:246767"
"4650","Sclt1",266809,"rno:266809"
"4651","Lrrcc1",266808,"rno:266808"
"4652","Nxph4",59316,"rno:59316"
"4653","Lipogenin",252964,"rno:252964"
"4654","Homer1",29546,"rno:29546"
"4655","Ptpn9",266611,"rno:266611"
"4656","Hsd3b7",246211,"rno:246211"
"4657","Il3ra",246144,"rno:246144"
"4658","Fkbp4",260321,"rno:260321"
"4659","Slc12a8",266733,"rno:266733"
"4660","Fut11",286971,"rno:286971"
"4661","Gnao1",50664,"rno:50664"
"4662","Erc1",266806,"rno:266806"
"4663","Tnfsf10",246775,"rno:246775"
"4664","Tnfsf15",252878,"rno:252878"
"4665","Zfp91",246282,"rno:246282"
"4666","Slc6a11",79213,"rno:79213"
"4667","Zscan12",266716,"rno:266716"
"4668","Miox",252899,"rno:252899"
"4669","Aptx",259271,"rno:259271"
"4670","Il13ra1",252963,"rno:252963"
"4671","Lgi1",252892,"rno:252892"
"4672","Cant1",246272,"rno:246272"
"4673","Faim2",246274,"rno:246274"
"4674","Rln3",266997,"rno:266997"
"4675","Copb2",60384,"rno:60384"
"4676","Etfa",300726,"rno:300726"
"4677","Adipoq",246253,"rno:246253"
"4678","Yif1a",171441,"rno:171441"
"4679","Ccr9",282832,"rno:282832"
"4680","Zfp335",259270,"rno:259270"
"4681","Rab38",252916,"rno:252916"
"4682","Pnrc1",286988,"rno:286988"
"4683","Vof16",259227,"rno:259227"
"4684","Cavin3",85332,"rno:85332"
"4685","Npc2",286898,"rno:286898"
"4686","Wfdc2",286888,"rno:286888"
"4687","Ptk2b",50646,"rno:50646"
"4688","Prop1",266738,"rno:266738"
"4689","Duox1",266807,"rno:266807"
"4690","Duox2",79107,"rno:79107"
"4691","Rims3",65025,"rno:65025"
"4692","Aqp11",286758,"rno:286758"
"4693","Rab8b",266688,"rno:266688"
"4694","Gimap4",286938,"rno:286938"
"4695","Casc3",259170,"rno:259170"
"4696","Arhgap17",63994,"rno:63994"
"4697","Cryba2",286925,"rno:286925"
"4698","Pdlim7",286908,"rno:286908"
"4699","Dab1",266729,"rno:266729"
"4700","Abi2",286928,"rno:286928"
"4701","Shank2",171093,"rno:171093"
"4702","Hdgfl3",252941,"rno:252941"
"4703","Bcl2l11",64547,"rno:64547"
"4704","Pkig",266709,"rno:266709"
"4705","Lama3",307582,"rno:307582"
"4706","Ush2a",289369,"rno:289369"
"4707","Msi1",259272,"rno:259272"
"4708","Clrn1",261738,"rno:261738"
"4709","Csdc2",266600,"rno:266600"
"4710","Retn",246250,"rno:246250"
"4711","Pxmp4",282634,"rno:282634"
"4712","Krt9",266717,"rno:266717"
"4713","Slc13a3",64846,"rno:64846"
"4714","Man2c1",246136,"rno:246136"
"4715","Zfp455",286979,"rno:286979"
"4716","Gpx6",259233,"rno:259233"
"4717","Cops2",261736,"rno:261736"
"4718","Slc35a4",257647,"rno:257647"
"4719","Rpl35al1",57809,"rno:57809"
"4720","Csn1s2b",286759,"rno:286759"
"4721","Usp15",171329,"rno:171329"
"4722","Prb1",257652,"rno:257652"
"4723","Prpmp5",257651,"rno:257651"
"4724","Cxcl9",246759,"rno:246759"
"4725","Cst6",171096,"rno:171096"
"4726","Rmt1",246306,"rno:246306"
"4727","Cthrc1",282836,"rno:282836"
"4728","Retsat",246298,"rno:246298"
"4729","Cacng3",140724,"rno:140724"
"4730","Cacng4",140725,"rno:140725"
"4731","Cacng5",140726,"rno:140726"
"4732","Cacng6",140727,"rno:140727"
"4733","Cacng7",140728,"rno:140728"
"4734","Cacng8",140729,"rno:140729"
"4735","Alox15b",266604,"rno:266604"
"4736","Vps4a",246772,"rno:246772"
"4737","Slc4a9",266612,"rno:266612"
"4738","Pdp2",246311,"rno:246311"
"4739","Sars",266975,"rno:266975"
"4740","Fzd3",266715,"rno:266715"
"4741","Slc17a3",266730,"rno:266730"
"4742","Fzd6",282581,"rno:282581"
"4743","Fzd9",266608,"rno:266608"
"4744","Ly6i",246138,"rno:246138"
"4745","Trpc2",64573,"rno:64573"
"4746","Trpc7",282822,"rno:282822"
"4747","Mx2",286918,"rno:286918"
"4748","Stab2",282580,"rno:282580"
"4749","P3h1",114200,"rno:114200"
"4750","Rhov",171581,"rno:171581"
"4751","Enpp1",85496,"rno:85496"
"4752","Muc6",282586,"rno:282586"
"4753","Nr1d1",252917,"rno:252917"
"4754","Nr1d2",259241,"rno:259241"
"4755","Kcnc2",246153,"rno:246153"
"4756","Myo7a",266714,"rno:266714"
"4757","Nr1h4",60351,"rno:60351"
"4758","Kcng3",171011,"rno:171011"
"4759","Art3",305235,"rno:305235"
"4760","Art5",259167,"rno:259167"
"4761","Gpr37l1",252939,"rno:252939"
"4762","Wrnip1",282835,"rno:282835"
"4763","Actb",81822,"rno:81822"
"4764","Uqcrfs1",291103,"rno:291103"
"4765","Mtmr9",282584,"rno:282584"
"4766","Trpv1",83810,"rno:83810"
"4767","Tac4",282829,"rno:282829"
"4768","Mfn2",64476,"rno:64476"
"4769","Agap2",65218,"rno:65218"
"4770","Timm13",252928,"rno:252928"
"4771","Cyp4a8",266674,"rno:266674"
"4772","Mapk9",50658,"rno:50658"
"4773","Kcnq5",259273,"rno:259273"
"4774","Ostf1",259275,"rno:259275"
"4775","Wnt5b",282582,"rno:282582"
"4776","Tor1aip1",246314,"rno:246314"
"4777","Cacna1b",257648,"rno:257648"
"4778","Serpinb10",266775,"rno:266775"
"4779","Rnf39",171387,"rno:171387"
"4780","Myl12b",50685,"rno:50685"
"4781","Acot7",26759,"rno:26759"
"4782","Pank4",171053,"rno:171053"
"4783","Olr59",170816,"rno:170816"
"4784","Tank",252961,"rno:252961"
"4785","Fev",246271,"rno:246271"
"4786","Lrrc3",246773,"rno:246773"
"4787","Rbm45",266631,"rno:266631"
"4788","Tor1a",266606,"rno:266606"
"4789","Smim3",286910,"rno:286910"
"4790","Soat2",266770,"rno:266770"
"4791","Npas4",266734,"rno:266734"
"4792","Pla2g6",360426,"rno:360426"
"4793","Itgb3",29302,"rno:29302"
"4794","Itgb5",257645,"rno:257645"
"4795","Slc17a8",266767,"rno:266767"
"4796","Gimap5",246774,"rno:246774"
"4797","Kcnj14",276720,"rno:276720"
"4798","Grina",266668,"rno:266668"
"4799","Mnat1",266713,"rno:266713"
"4800","Gmpr2",192357,"rno:192357"
"4801","Fads3",286922,"rno:286922"
"4802","Sostdc1",266803,"rno:266803"
"4803","Hspa4",266759,"rno:266759"
"4804","Eaf2",266787,"rno:266787"
"4805","Dcm5",257653,"rno:257653"
"4806","Chst15",286974,"rno:286974"
"4807","Elac2",282826,"rno:282826"
"4808","Ehd4",192204,"rno:192204"
"4809","Prrx1",266813,"rno:266813"
"4810","Slc22a24",286961,"rno:286961"
"4811","Optn",246294,"rno:246294"
"4812","Dcps",266605,"rno:266605"
"4813","Osbpl1a",259221,"rno:259221"
"4814","Gjc1",266706,"rno:266706"
"4815","Gja8",29601,"rno:29601"
"4816","Ppp1r14d",259226,"rno:259226"
"4817","Elavl3",282824,"rno:282824"
"4818","Plpp2",246115,"rno:246115"
"4819","Nptx1",266777,"rno:266777"
"4820","Aurka",261730,"rno:261730"
"4821","Angpt1",89807,"rno:89807"
"4822","Selenos",286900,"rno:286900"
"4823","Nptxr",81005,"rno:81005"
"4824","Ripk3",246240,"rno:246240"
"4825","Sorbs3",282843,"rno:282843"
"4826","Arhgap4",246249,"rno:246249"
"4827","Atf5",282840,"rno:282840"
"4828","Homez",260325,"rno:260325"
"4829","Spag11a",246305,"rno:246305"
"4830","Rgs19",59293,"rno:59293"
"4831","Cdk5r1",116671,"rno:116671"
"4832","Camk1",171503,"rno:171503"
"4833","Stk16",286927,"rno:286927"
"4834","Rere",116665,"rno:116665"
"4835","Ggta1",246766,"rno:246766"
"4836","Dock9",259237,"rno:259237"
"4837","Entpd3",316077,"rno:316077"
"4838","Lzts3",280670,"rno:280670"
"4839","Tbkbp1",266764,"rno:266764"
"4840","Tnfrsf12a",302965,"rno:302965"
"4841","Whrn",313255,"rno:313255"
"4842","Fcgr2b",289211,"rno:289211"
"4843","Tph2",317675,"rno:317675"
"4844","Gcnt3",286976,"rno:286976"
"4845","Nup58",245922,"rno:245922"
"4846","Obscn",338458,"rno:338458"
"4847","Itpkc",308451,"rno:308451"
"4848","Rwdd1",259218,"rno:259218"
"4849","Rcan1",266766,"rno:266766"
"4850","Plod3",288583,"rno:288583"
"4851","Snd1",64635,"rno:64635"
"4852","Hps6",309446,"rno:309446"
"4853","Sytl5",302538,"rno:302538"
"4854","Cpg1",299247,"rno:299247"
"4855","Abca1",313210,"rno:313210"
"4856","Abcg2",312382,"rno:312382"
"4857","Trim50",288596,"rno:288596"
"4858","Myocd",246297,"rno:246297"
"4859","Hnrnpr",319110,"rno:319110"
"4860","Eddm3b",290032,"rno:290032"
"4861","Neurog3",60329,"rno:60329"
"4862","Tlr5",289337,"rno:289337"
"4863","Tlr9",338457,"rno:338457"
"4864","Sharpin",81859,"rno:81859"
"4865","Gnl3",290556,"rno:290556"
"4866","Tpsg1",302990,"rno:302990"
"4867","Cyp4a3",298423,"rno:298423"
"4868","S100vp",295176,"rno:295176"
"4869","Olr1271",286959,"rno:286959"
"4870","Disc1",307940,"rno:307940"
"4871","Cacna2d2",300992,"rno:300992"
"4872","Cacna2d3",306243,"rno:306243"
"4873","Mapkapk2",289014,"rno:289014"
"4874","Ppm1f",287931,"rno:287931"
"4875","Nampt",297508,"rno:297508"
"4876","Rbm10",64510,"rno:64510"
"4877","Spats1",301255,"rno:301255"
"4878","Gpm6a",306439,"rno:306439"
"4879","Serpinf1",287526,"rno:287526"
"4880","Rdh7",360420,"rno:360420"
"4881","Gpld1",291132,"rno:291132"
"4882","MAST1",353118,"rno:353118"
"4883","Sla",338477,"rno:338477"
"4884","Slc13a5",266998,"rno:266998"
"4885","Egln1",308913,"rno:308913"
"4886","Egln2",308457,"rno:308457"
"4887","Sp7",300260,"rno:300260"
"4888","Aard",246323,"rno:246323"
"4889","Cyp26b1",312495,"rno:312495"
"4890","Zfp180",246279,"rno:246279"
"4891","Mtus1",306487,"rno:306487"
"4892","Taar4",294122,"rno:294122"
"4893","Taar9",319107,"rno:319107"
"4894","Taar6",294124,"rno:294124"
"4895","Taar7h",294130,"rno:294130"
"4896","Taar8b",319106,"rno:319106"
"4897","Taar7a",294125,"rno:294125"
"4898","Taar7g",294131,"rno:294131"
"4899","Otop1",305427,"rno:305427"
"4900","Taar8c",319105,"rno:319105"
"4901","Taar8a",319104,"rno:319104"
"4902","Taar7b",294126,"rno:294126"
"4903","Taar7f-ps",494316,"rno:494316"
"4904","Taar7e",294133,"rno:294133"
"4905","Taar7d",294134,"rno:294134"
"4906","Gfm1",114017,"rno:114017"
"4907","Lat2",317676,"rno:317676"
"4908","Kcnmb2",294961,"rno:294961"
"4909","Pafah2",313611,"rno:313611"
"4910","Gpbar1",338443,"rno:338443"
"4911","Wnk4",287715,"rno:287715"
"4912","Igsf1",302822,"rno:302822"
"4913","Smug1",315344,"rno:315344"
"4914","Scn4b",315611,"rno:315611"
"4915","Slc22a17",305886,"rno:305886"
"4916","Fzd5",317674,"rno:317674"
"4917","Slc4a10",295645,"rno:295645"
"4918","Mmp8",63849,"rno:63849"
"4919","Hsp90aa1",299331,"rno:299331"
"4920","Vac14",307842,"rno:307842"
"4921","Nrep",338475,"rno:338475"
"4922","E2f6",313978,"rno:313978"
"4923","Amigo3",316003,"rno:316003"
"4924","Kcnf1",298908,"rno:298908"
"4925","Ppil3",301432,"rno:301432"
"4926","Kcng1",296395,"rno:296395"
"4927","Insig2",288985,"rno:288985"
"4928","Ncstn",289231,"rno:289231"
"4929","Ric8b",314681,"rno:314681"
"4930","Ctsm",306720,"rno:306720"
"4931","Ctsq",246147,"rno:246147"
"4932","Ctsr",290975,"rno:290975"
"4933","Tp53inp1",297822,"rno:297822"
"4934","Itgal",308995,"rno:308995"
"4935","Gsc",317715,"rno:317715"
"4936","Atp5md",171069,"rno:171069"
"4937","Cryl1",290277,"rno:290277"
"4938","Id4",291023,"rno:291023"
"4939","Myod1",337868,"rno:337868"
"4940","Arfgef2",296380,"rno:296380"
"4941","Zhx3",311604,"rno:311604"
"4942","Slu7",303057,"rno:303057"
"4943","Prim2",301323,"rno:301323"
"4944","Bbc3",317673,"rno:317673"
"4945","Orc1",313479,"rno:313479"
"4946","Myom1",316740,"rno:316740"
"4947","Myom2",306616,"rno:306616"
"4948","Naglt1",337920,"rno:337920"
"4949","Psip1",313323,"rno:313323"
"4950","Aadac",57300,"rno:57300"
"4951","Ppp2r2b",60660,"rno:60660"
"4952","Cyp2j3",313375,"rno:313375"
"4953","Ppp1r9a",84685,"rno:84685"
"4954","Ppp1r9b",84686,"rno:84686"
"4955","Mrgprx3",252960,"rno:252960"
"4956","Ghrl",59301,"rno:59301"
"4957","Mrgprx4",282547,"rno:282547"
"4958","Slc22a8",83500,"rno:83500"
"4959","Parm1",286894,"rno:286894"
"4960","Hsd17b6",286964,"rno:286964"
"4961","Gnb3",60449,"rno:60449"
"4962","Ube2b",81816,"rno:81816"
"4963","Zfp384",171018,"rno:171018"
"4964","Begain",79146,"rno:79146"
"4965","Prl8a5",286889,"rno:286889"
"4966","Dlgap3",286923,"rno:286923"
"4967","Dlgap4",286930,"rno:286930"
"4968","Kdm3a",312440,"rno:312440"
"4969","Defb22",171412,"rno:171412"
"4970","Ces2a",246252,"rno:246252"
"4971","Nexn",246172,"rno:246172"
"4972","Txndc9",280671,"rno:280671"
"4973","Ppp2r2d",246255,"rno:246255"
"4974","Fgd4",246174,"rno:246174"
"4975","Impg2",245919,"rno:245919"
"4976","Clcc1",170927,"rno:170927"
"4977","Phrf1",245925,"rno:245925"
"4978","Akr1c14",191574,"rno:191574"
"4979","Scaf8",245926,"rno:245926"
"4980","Cyp4f4",286904,"rno:286904"
"4981","Cyp4f5",286905,"rno:286905"
"4982","Cyp4f6",266689,"rno:266689"
"4983","Synpr",66030,"rno:66030"
"4984","Hsd17b12",84013,"rno:84013"
"4985","Tpm3_v1",286890,"rno:286890"
"4986","Ptar1",286972,"rno:286972"
"4987","Card9",64171,"rno:64171"
"4988","Tmem33",59303,"rno:59303"
"4989","Erc2",259269,"rno:259269"
"4990","Tmsb15b2",286978,"rno:286978"
"4991","Obp2b",286933,"rno:286933"
"4992","Hpcal1",50871,"rno:50871"
"4993","Psmc5",81827,"rno:81827"
"4994","Zbtb10",80338,"rno:80338"
"4995","Senp2",78973,"rno:78973"
"4996","Cyp3a2",266682,"rno:266682"
"4997","Eif2b5",192234,"rno:192234"
"4998","Clcn4",60586,"rno:60586"
"4999","Vom1r105",286893,"rno:286893"
"5000","Acsm2",246263,"rno:246263"
"5001","Vom1r102",286957,"rno:286957"
"5002","Zfp382",246264,"rno:246264"
"5003","Cdk5rap1",252827,"rno:252827"
"5004","Aspg",246266,"rno:246266"
"5005","Dus1l",246185,"rno:246185"
"5006","Svs3a",192239,"rno:192239"
"5007","Vom1r97",286956,"rno:286956"
"5008","Cyp3a9",171352,"rno:171352"
"5009","Oas1b",246268,"rno:246268"
"5010","Slc7a6os",246187,"rno:246187"
"5011","Vom1r101",286892,"rno:286892"
"5012","Vom2r32",286981,"rno:286981"
"5013","Hibadh",63938,"rno:63938"
"5014","Bspry",64027,"rno:64027"
"5015","Arfip1",60382,"rno:60382"
"5016","Vom2r-ps45",286982,"rno:286982"
"5017","Tmem176b",171411,"rno:171411"
"5018","Rbck1",60383,"rno:60383"
"5019","Scaf1",56081,"rno:56081"
"5020","Vom2r40",286983,"rno:286983"
"5021","Pex5l",286937,"rno:286937"
"5022","Exoc5",60627,"rno:60627"
"5023","Vom2r18",286984,"rno:286984"
"5024","Pde4dip",64183,"rno:64183"
"5025","Camk2n2",59314,"rno:59314"
"5026","Vom2r31",286985,"rno:286985"
"5027","Pias3",83614,"rno:83614"
"5028","Vom2r75",286986,"rno:286986"
"5029","Carhsp1",260416,"rno:260416"
"5030","Negr1",59318,"rno:59318"
"5031","Ugt2b7",286989,"rno:286989"
"5032","Cd40lg",84349,"rno:84349"
"5033","Brinp2",286895,"rno:286895"
"5034","Plcl1",84587,"rno:84587"
"5035","Brinp3",286901,"rno:286901"
"5036","Olr1361",287000,"rno:287000"
"5037","Opa1",171116,"rno:171116"
"5038","Svs1",297081,"rno:297081"
"5039","Havcr1",286934,"rno:286934"
"5040","Cyp2d1",266684,"rno:266684"
"5041","Akr1c3",171516,"rno:171516"
"5042","Golgb1",192243,"rno:192243"
"5043","Camk2n1",287005,"rno:287005"
"5044","Slco6c1",287006,"rno:287006"
"5045","Trib3",246273,"rno:246273"
"5046","Cdon",50938,"rno:50938"
"5047","Pcyt1b",286936,"rno:286936"
"5048","Ceacam4",287009,"rno:287009"
"5049","Skap1",286975,"rno:286975"
"5050","Prss3b",286911,"rno:286911"
"5051","Gpr156",260430,"rno:260430"
"5052","Srcin1",56029,"rno:56029"
"5053","Lipf",50682,"rno:50682"
"5054","Vom2r27",286914,"rno:286914"
"5055","Prokr1",192648,"rno:192648"
"5056","Klhl17",246757,"rno:246757"
"5057","Prokr2",192649,"rno:192649"
"5058","Ccr1",57301,"rno:57301"
"5059","Testin",286916,"rno:286916"
"5060","Phax",286917,"rno:286917"
"5061","Tox4",286990,"rno:286990"
"5062","Adcy10",59320,"rno:59320"
"5063","Cdk5rap2",286919,"rno:286919"
"5064","Arfgap1",246310,"rno:246310"
"5065","Cnksr2",59322,"rno:59322"
"5066","Taok1",286993,"rno:286993"
"5067","Sh3gl1",81922,"rno:81922"
"5068","Insig1",64194,"rno:64194"
"5069","Jmjd1c",171120,"rno:171120"
"5070","Scgb1d2",309203,"rno:309203"
"5071","Ppp6c",171121,"rno:171121"
"5072","Plbd2",246120,"rno:246120"
"5073","Nifk",246042,"rno:246042"
"5074","Prf1",50669,"rno:50669"
"5075","Atg3",171415,"rno:171415"
"5076","Otos",246044,"rno:246044"
"5077","Pnpla7",246246,"rno:246246"
"5078","Tomm20",266601,"rno:266601"
"5079","Spink1l",266602,"rno:266602"
"5080","Slc15a4",246280,"rno:246280"
"5081","Ifi47",246208,"rno:246208"
"5082","Lmbrd1",246046,"rno:246046"
"5083","Asmt",246281,"rno:246281"
"5084","Tmem158",117582,"rno:117582"
"5085","Ugt1a8",301595,"rno:301595"
"5086","Akr1b8",286921,"rno:286921"
"5087","Slc25a11",64201,"rno:64201"
"5088","Stox2",306459,"rno:306459"
"5089","Mrgprf",266762,"rno:266762"
"5090","Ctsz",252929,"rno:252929"
"5091","Ddx46",245957,"rno:245957"
"5092","Cby1",246768,"rno:246768"
"5093","Dhrs4",266686,"rno:266686"
"5094","Mark2",60328,"rno:60328"
"5095","Slc35e4",266687,"rno:266687"
"5096","Serpina12",191570,"rno:191570"
"5097","Cym",56825,"rno:56825"
"5098","Adap2",56826,"rno:56826"
"5099","Spp2",94168,"rno:94168"
"5100","Cltrn",57395,"rno:57395"
"5101","Ssx2ip",308023,"rno:308023"
"5102","Hpcal4",50872,"rno:50872"
"5103","Yrdc",319113,"rno:319113"
"5104","Abra",286965,"rno:286965"
"5105","Tpcn1",246215,"rno:246215"
"5106","Cbwd1",171057,"rno:171057"
"5107","Prpf19",246216,"rno:246216"
"5108","Sipa1l1",246212,"rno:246212"
"5109","Stx17",252853,"rno:252853"
"5110","Alg10",245960,"rno:245960"
"5111","LOC259244",259244,"rno:259244"
"5112","Slc45a1",246258,"rno:246258"
"5113","LOC259245",259245,"rno:259245"
"5114","Arid1b",282546,"rno:282546"
"5115","Cep104",246295,"rno:246295"
"5116","LOC259246",259246,"rno:259246"
"5117","Egfl7",245963,"rno:245963"
"5118","Obp3",259247,"rno:259247"
"5119","Vom1r90",266771,"rno:266771"
"5120","Akap14",60332,"rno:60332"
"5121","Enpp3",54410,"rno:54410"
"5122","Slc1a5",292657,"rno:292657"
"5123","Npb",259222,"rno:259222"
"5124","Cst12",266776,"rno:266776"
"5125","Vom2r44",266778,"rno:266778"
"5126","Ptpn7",246781,"rno:246781"
"5127","Stxbp5",81022,"rno:81022"
"5128","Dnajc3",63880,"rno:63880"
"5129","Brinp1",140610,"rno:140610"
"5130","Vcpip1",286761,"rno:286761"
"5131","Riox2",266670,"rno:266670"
"5132","Aacs",65984,"rno:65984"
"5133","Sept9",83788,"rno:83788"
"5134","Nradd",246143,"rno:246143"
"5135","Fndc5",260327,"rno:260327"
"5136","Asrgl1",246307,"rno:246307"
"5137","Lrrc7",117284,"rno:117284"
"5138","Has1",282821,"rno:282821"
"5139","Mrs2",79032,"rno:79032"
"5140","Cyp4v3",266761,"rno:266761"
"5141","Mthfd1",64300,"rno:64300"
"5142","Ppp1r32",252958,"rno:252958"
"5143","Rimbp2",266780,"rno:266780"
"5144","Sult1b1",64305,"rno:64305"
"5145","Slc27a5",79111,"rno:79111"
"5146","Slc9a3r1",59114,"rno:59114"
"5147","Kcnip4",259243,"rno:259243"
"5148","Cxcl6",60665,"rno:60665"
"5149","Ugt2b17",286954,"rno:286954"
"5150","Erap1",80897,"rno:80897"
"5151","Epha8",60589,"rno:60589"
"5152","Samd13",56764,"rno:56764"
"5153","Ndufaf3",56769,"rno:56769"
"5154","Muc13",207126,"rno:207126"
"5155","Necab1",64169,"rno:64169"
"5156","Nlrp6",171390,"rno:171390"
"5157","Prpf18",171552,"rno:171552"
"5158","Slc34a3",246234,"rno:246234"
"5159","Steap3",170824,"rno:170824"
"5160","Thoc6",79227,"rno:79227"
"5161","Sulf1",171396,"rno:171396"
"5162","LOC257643",257643,"rno:257643"
"5163","Chmp3",282834,"rno:282834"
"5164","Acsbg1",171410,"rno:171410"
"5165","Nol3",85383,"rno:85383"
"5166","Wipf3",259242,"rno:259242"
"5167","Coro6",245982,"rno:245982"
"5168","Afdn",26955,"rno:26955"
"5169","Tspoap1",287609,"rno:287609"
"5170","Ncl-ps1",64556,"rno:64556"
"5171","Lzts1",266711,"rno:266711"
"5172","St18",266680,"rno:266680"
"5173","Polr2f",83503,"rno:83503"
"5174","Rabep1",54190,"rno:54190"
"5175","Clmp",286939,"rno:286939"
"5176","Pbsn",54193,"rno:54193"
"5177","Arl6ip5",66028,"rno:66028"
"5178","Cadps",26989,"rno:26989"
"5179","Dclre1c",259171,"rno:259171"
"5180","Dpy30",286897,"rno:286897"
"5181","Syt17",192189,"rno:192189"
"5182","Csap1",171161,"rno:171161"
"5183","Asic3",286920,"rno:286920"
"5184","Tax1bp1",246244,"rno:246244"
"5185","Igf2bp1",303477,"rno:303477"
"5186","Serpina4",246328,"rno:246328"
"5187","Prl7b1",266804,"rno:266804"
"5188","Mamdc4",252882,"rno:252882"
"5189","Spon2",171569,"rno:171569"
"5190","LOC286960",286960,"rno:286960"
"5191","Myrip",360034,"rno:360034"
"5192","Smagp",300236,"rno:300236"
"5193","Rhebl1",359959,"rno:359959"
"5194","Nek6",360161,"rno:360161"
"5195","Gpx2",29326,"rno:29326"
"5196","Sdccag8",305002,"rno:305002"
"5197","Prkag2",373545,"rno:373545"
"5198","Slc35b1",287642,"rno:287642"
"5199","Tsks",292890,"rno:292890"
"5200","Smyd2",289372,"rno:289372"
"5201","Ppp2r5b",309179,"rno:309179"
"5202","Hs3st2",293451,"rno:293451"
"5203","Tmem255a",313453,"rno:313453"
"5204","Cox7b",303393,"rno:303393"
"5205","Kif15",353302,"rno:353302"
"5206","LOC257650",257650,"rno:257650"
"5207","Isca1",290985,"rno:290985"
"5208","Rdh10",353252,"rno:353252"
"5209","Tfb1m",308140,"rno:308140"
"5210","Chp2",308965,"rno:308965"
"5211","Rtn4rl2",311169,"rno:311169"
"5212","Trmt11",378794,"rno:378794"
"5213","Astn1",304900,"rno:304900"
"5214","Slc10a6",289459,"rno:289459"
"5215","Nadsyn1",353255,"rno:353255"
"5216","Terc",378461,"rno:378461"
"5217","Cd2ap",316258,"rno:316258"
"5218","Mustn1",290553,"rno:290553"
"5219","Klk1c9",292868,"rno:292868"
"5220","Plppr4",295401,"rno:295401"
"5221","Hnrnpa3",362152,"rno:362152"
"5222","Gpr119",302813,"rno:302813"
"5223","Stk25",373542,"rno:373542"
"5224","Frmd6",257646,"rno:257646"
"5225","Slc29a3",353307,"rno:353307"
"5226","Rtn4rl1",303311,"rno:303311"
"5227","Rhbg",310625,"rno:310625"
"5228","P22k15",296229,"rno:296229"
"5229","Cd276",315716,"rno:315716"
"5230","Npm2",290359,"rno:290359"
"5231","Gnat3",286924,"rno:286924"
"5232","Pxk",306203,"rno:306203"
"5233","Adam28",290344,"rno:290344"
"5234","Nit1",289222,"rno:289222"
"5235","LOC286987",286987,"rno:286987"
"5236","Plppr3",314614,"rno:314614"
"5237","Pigu",353304,"rno:353304"
"5238","Cbr4",359725,"rno:359725"
"5239","Cxcl11",305236,"rno:305236"
"5240","Adi1",298934,"rno:298934"
"5241","Sgpp1",81536,"rno:81536"
"5242","Ermp1",373544,"rno:373544"
"5243","Ugt1a9-ps",316600,"rno:316600"
"5244","Myadm",369016,"rno:369016"
"5245","Kir3dl1",353253,"rno:353253"
"5246","Olr287",287001,"rno:287001"
"5247","Ube2v2",287927,"rno:287927"
"5248","LOC360231",360231,"rno:360231"
"5249","Cox8c",360229,"rno:360229"
"5250","Ccdc50",288022,"rno:288022"
"5251","LOC252890",252890,"rno:252890"
"5252","Serinc1",294421,"rno:294421"
"5253","Gpr135",314213,"rno:314213"
"5254","F8",302470,"rno:302470"
"5255","Zp3r",289010,"rno:289010"
"5256","Hivep1",117140,"rno:117140"
"5257","Bst2",378947,"rno:378947"
"5258","Kiss1",289023,"rno:289023"
"5259","Acbd3",289312,"rno:289312"
"5260","Tmem184c",291946,"rno:291946"
"5261","Tas2r126",246219,"rno:246219"
"5262","Setsip",290432,"rno:290432"
"5263","Srpk3",293854,"rno:293854"
"5264","Np4",286958,"rno:286958"
"5265","Npw",259224,"rno:259224"
"5266","Rhcg",293048,"rno:293048"
"5267","Asb15",500050,"rno:500050"
"5268","Taf9",373541,"rno:373541"
"5269","Ift81",373066,"rno:373066"
"5270","Per1",287422,"rno:287422"
"5271","Hrc",292905,"rno:292905"
"5272","Olr1082",287002,"rno:287002"
"5273","Iah1",298917,"rno:298917"
"5274","Il18rap",373540,"rno:373540"
"5275","Nsmaf",353233,"rno:353233"
"5276","Opn5",316259,"rno:316259"
"5277","Prss21",353251,"rno:353251"
"5278","Gsdme",353316,"rno:353316"
"5279","Synm",308709,"rno:308709"
"5280","Gpr151",307475,"rno:307475"
"5281","Rtkn",297383,"rno:297383"
"5282","G6pc3",303565,"rno:303565"
"5283","LOC246267",246267,"rno:246267"
"5284","Ston1",360202,"rno:360202"
"5285","Gldn",315675,"rno:315675"
"5286","Tas2r123",287003,"rno:287003"
"5287","Ncr3",294251,"rno:294251"
"5288","Pno1",289809,"rno:289809"
"5289","Kirrel1",310695,"rno:310695"
"5290","Stk40",360230,"rno:360230"
"5291","Zscan26",266792,"rno:266792"
"5292","Cyp11b3",353498,"rno:353498"
"5293","Corin",289596,"rno:289596"
"5294","Serpina16",299271,"rno:299271"
"5295","Rela",309165,"rno:309165"
"5296","Mms19",171124,"rno:171124"
"5297","Il1rapl1",317553,"rno:317553"
"5298","Cdkn1c",246060,"rno:246060"
"5299","Akap13",293024,"rno:293024"
"5300","Krt5",369017,"rno:369017"
"5301","Tmem159",378467,"rno:378467"
"5302","Scaf4",245924,"rno:245924"
